#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:454:3:20220,20220,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20220,Nkhotakota Boma,MW20220,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20301,20301,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20301,TA Kasakula,MW20301,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20302,20302,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20302,TA Chikho,MW20302,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20303,20303,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20303,SC Nthondo,MW20303,,STA Nthondo,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20304,20304,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20304,TA Kalumo,MW20304,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20305,20305,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20305,SC Chilooko,MW20305,,STA Chilooko,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20320,20320,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:203,1603:45:16:454:3:20320,Ntchisi Boma,MW20320,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20401,20401,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20401,TA Dzoole,MW20401,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20402,20402,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20402,SC Chakhaza,MW20402,,STA Chakhaza,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20403,20403,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20403,SC Kayembe,MW20403,,TA Kayembe,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20404,20404,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20404,TA Chiwere,MW20404,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20405,20405,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20405,SC Mkukula,MW20405,,STA Mkukula,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20406,20406,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20406,TA Msakambewa,MW20406,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20407,20407,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20407,SC Mponela,MW20407,,STA Mponela,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20420,20420,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:204,1603:45:16:454:3:20420,Dowa Boma,MW20420,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20501,20501,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20501,TA Maganga,MW20501,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20502,20502,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20502,TA Karonga,MW20502,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20503,20503,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20503,TA Pemba,MW20503,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20504,20504,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20504,SC Kambwiri,MW20504,,STA Kambwiri,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20505,20505,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20505,TA Ndindi,MW20505,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20506,20506,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20506,SC Kambalame,MW20506,,TA Kambalame,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20507,20507,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20507,TA Khombedza,MW20507,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20508,20508,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20508,SC Mwanza,MW20508,,STA Mwanza,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20509,20509,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20509,TA Kuluunda,MW20509,,STA Kuluunda,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20510,20510,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20510,SC Msosa,MW20510,,STA Msosa,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20511,20511,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20511,Lake Malawi Natl. Park - Salima,MW20511,,Lake Malawi National Park-Salima,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20520,20520,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:205,1603:45:16:454:3:20520,Salima Town,MW20520,,Salima Township,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20601,20601,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20601,TA Chadza,MW20601,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20602,20602,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20602,TA Kalolo,MW20602,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20603,20603,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20603,TA Chiseka,MW20603,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20604,20604,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20604,TA Mazengera,MW20604,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20605,20605,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20605,SC Chitekwele,MW20605,,STA Chitekwele,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20606,20606,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20606,TA Khongoni,MW20606,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20607,20607,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20607,TA Chimutu,MW20607,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20608,20608,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20608,TA Chitukula,MW20608,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20609,20609,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20609,SC Mtema,MW20609,,STA  Mtema,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20610,20610,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20610,TA Kalumbu,MW20610,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20611,20611,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20611,SC Tsabango,MW20611,,STA Tsabango,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20612,20612,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20612,TA Kalumba,MW20612,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20613,20613,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20613,SC Njewa,MW20613,,STA Njewa,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20614,20614,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20614,TA Malili,MW20614,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20615,20615,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:206,1603:45:16:454:3:20615,TA Kabudula,MW20615,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20701,20701,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20701,TA Mlonyeni,MW20701,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20702,20702,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20702,SC Mavwere,MW20702,,STA Mavwere,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20703,20703,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20703,TA Zulu,MW20703,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20704,20704,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20704,SC Mduwa,MW20704,,STA Mduwa,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20705,20705,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20705,TA Mkanda,MW20705,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20706,20706,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20706,SC Dambe,MW20706,,STA  Dambe,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20720,20720,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:207,1603:45:16:454:3:20720,Mchinji Boma,MW20720,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20801,20801,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20801,TA Pemba,MW20801,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20802,20802,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20802,SC Chilikumwendo,MW20802,,STA Chilikumwendo,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20803,20803,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20803,TA Kaphuka,MW20803,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20804,20804,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20804,TA Tambala,MW20804,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20805,20805,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20805,SC Chauma,MW20805,,S/C Chauma,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20806,20806,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20806,TA Kasumbu,MW20806,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20807,20807,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20807,TA Kachindamoto,MW20807,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20808,20808,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20808,SC Kamenya Gwaza,MW20808,,S/C Kamenya Gwaza,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20820,20820,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:208,1603:45:16:454:3:20820,Dedza Boma,MW20820,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20901,20901,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20901,TA Phambala,MW20901,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20902,20902,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20902,TA Mpando,MW20902,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20903,20903,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20903,TA Kwataine,MW20903,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20904,20904,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20904,SC Makwangwala,MW20904,,STA Makwangwala,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20905,20905,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20905,SC Champiti,MW20905,,STA Champiti,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20906,20906,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20906,TA Njolomole,MW20906,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20907,20907,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20907,TA Chakhumbira,MW20907,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20908,20908,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20908,SC Goodson Ganya,MW20908,,STA Goodson Ganya,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20909,20909,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20909,TA Masasa,MW20909,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20920,20920,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:209,1603:45:16:454:3:20920,Ntcheu Boma,MW20920,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21031,21031,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21031,Area 1,MW21031,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21032,21032,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21032,Area 2,MW21032,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21033,21033,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21033,Area 3,MW21033,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21034,21034,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21034,Area 4,MW21034,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21035,21035,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21035,Area 5,MW21035,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21036,21036,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21036,Area 6,MW21036,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21037,21037,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21037,Area 7,MW21037,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21038,21038,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21038,Area 8,MW21038,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21039,21039,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21039,Area 9,MW21039,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21040,21040,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21040,Area 10,MW21040,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21041,21041,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21041,Area 11,MW21041,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21042,21042,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21042,Area 12,MW21042,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21043,21043,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21043,Area 13,MW21043,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21044,21044,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21044,Area 14,MW21044,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21045,21045,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21045,Area 15,MW21045,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21046,21046,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21046,Area 16,MW21046,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21047,21047,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21047,Area 17,MW21047,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21048,21048,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21048,Area 18,MW21048,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21049,21049,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21049,Area 19,MW21049,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21050,21050,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21050,Area 20,MW21050,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21051,21051,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21051,Area 21,MW21051,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21052,21052,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21052,Area 22,MW21052,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21053,21053,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21053,Area 23,MW21053,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21054,21054,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21054,Area 24,MW21054,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21055,21055,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21055,Area 25,MW21055,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21056,21056,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21056,Area 26,MW21056,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21057,21057,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21057,Area 27,MW21057,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21058,21058,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21058,Area 28,MW21058,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21059,21059,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21059,Area 29,MW21059,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21060,21060,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21060,Area 30,MW21060,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21061,21061,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21061,Area 31,MW21061,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21062,21062,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21062,Area 32,MW21062,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21063,21063,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21063,Area 33,MW21063,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21064,21064,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21064,Area 34,MW21064,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21065,21065,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21065,Area 35,MW21065,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21066,21066,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21066,Area 36,MW21066,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
