#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt0,#meta+ERROR+adm1+code+v_pcode,#meta+ERROR+adm1+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:84:1:1,1,1603:45:16:84:0,1603:45:16:84:1:1,Belize,BZ01,,,,Belize,BZ,2017-09-08,2021-09-14,
1603:45:16:84:1:2,2,1603:45:16:84:0,1603:45:16:84:1:2,Cayo,BZ02,,,,Belize,BZ,2017-09-08,2021-09-14,
1603:45:16:84:1:3,3,1603:45:16:84:0,1603:45:16:84:1:3,Corozal,BZ03,,,,Belize,BZ,2017-09-08,2021-09-14,
1603:45:16:84:1:4,4,1603:45:16:84:0,1603:45:16:84:1:4,Orange Walk,BZ04,,,,Belize,BZ,2017-09-08,2021-09-14,
1603:45:16:84:1:5,5,1603:45:16:84:0,1603:45:16:84:1:5,Stann Creek,BZ05,,,,Belize,BZ,2017-09-08,2021-09-14,
1603:45:16:84:1:6,6,1603:45:16:84:0,1603:45:16:84:1:6,Toledo,BZ06,,,,Belize,BZ,2017-09-08,2021-09-14,
