#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:3414,3414,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3414,Muang Sam Sip,ม่วงสามสิบ,TH3414,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3415,3415,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3415,Warin Chamrap,วารินชำราบ,TH3415,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3419,3419,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3419,Phibun Mangsahan,พิบูลมังสาหาร,TH3419,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3420,3420,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3420,Tan Sum,ตาลสุม,TH3420,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3421,3421,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3421,Pho Sai,โพธิ์ไทร,TH3421,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3422,3422,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3422,Samrong,สำโรง,TH3422,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3424,3424,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3424,Don Mot Daeng,ดอนมดแดง,TH3424,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3425,3425,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3425,Sirindhorn,สิรินธร,TH3425,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3426,3426,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3426,Thung Si Udom,ทุ่งศรีอุดม,TH3426,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3429,3429,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3429,Na Yia,นาเยีย,TH3429,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3430,3430,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3430,Na Tan,นาตาล,TH3430,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3431,3431,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3431,Lao Suea Kok,เหล่าเสือโก้ก,TH3431,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3432,3432,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3432,Sawang Wirawong,สว่างวีระวงศ์,TH3432,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3433,3433,1603:45:16:764:0,1603:45:16:764:1:34,1603:45:16:764:2:3433,Nam Khun,น้ำขุ่น,TH3433,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3501,3501,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3501,Mueang Yasothon,เมืองยโสธร,TH3501,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3502,3502,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3502,Sai Mun,ทรายมูล,TH3502,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3503,3503,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3503,Kut Chum,กุดชุม,TH3503,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3504,3504,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3504,Kham Khuean Kaeo,คำเขื่อนแก้ว,TH3504,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3505,3505,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3505,Pa Tio,ป่าติ้ว,TH3505,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3506,3506,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3506,Maha Chana Chai,มหาชนะชัย,TH3506,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3507,3507,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3507,Kho Wang,ค้อวัง,TH3507,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3508,3508,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3508,Loeng Nok Tha,เลิงนกทา,TH3508,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3509,3509,1603:45:16:764:0,1603:45:16:764:1:35,1603:45:16:764:2:3509,Thai Charoen,ไทยเจริญ,TH3509,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3601,3601,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3601,Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3602,3602,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3602,Ban Khwao,บ้านเขว้า,TH3602,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3603,3603,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3603,Khon Sawan,คอนสวรรค์,TH3603,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3604,3604,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3604,Kaset Sombun,เกษตรสมบูรณ์,TH3604,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3605,3605,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3605,Nong Bua Daeng,หนองบัวแดง,TH3605,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3606,3606,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3606,Chatturat,จัตุรัส,TH3606,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3607,3607,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3607,Bamnet Narong,บำเหน็จณรงค์,TH3607,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3608,3608,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3608,Nong Bua Rawe,หนองบัวระเหว,TH3608,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3609,3609,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3609,Thep Sathit,เทพสถิต,TH3609,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3610,3610,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3610,Phu Khiao,ภูเขียว,TH3610,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3611,3611,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3611,Ban Thaen,บ้านแท่น,TH3611,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3612,3612,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3612,Kaeng Khro,แก้งคร้อ,TH3612,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3613,3613,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3613,Khon San,คอนสาร,TH3613,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3614,3614,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3614,Phakdi Chumphon,ภักดีชุมพล,TH3614,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3615,3615,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3615,Noen Sa-Nga,เนินสง่า,TH3615,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3616,3616,1603:45:16:764:0,1603:45:16:764:1:36,1603:45:16:764:2:3616,Sap Yai,ซับใหญ่,TH3616,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3701,3701,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3701,Mueang Amnat Charoen,เมืองอำนาจเจริญ,TH3701,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3702,3702,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3702,Chanuman,ชานุมาน,TH3702,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3703,3703,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3703,Pathum Ratchawongsa,ปทุมราชวงศา,TH3703,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3704,3704,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3704,Phana,พนา,TH3704,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3705,3705,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3705,Senangkhanikhom,เสนางคนิคม,TH3705,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3706,3706,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3706,Hua Taphan,หัวตะพาน,TH3706,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3707,3707,1603:45:16:764:0,1603:45:16:764:1:37,1603:45:16:764:2:3707,Lue Amnat,ลืออำนาจ,TH3707,,,,,,Amnat Charoen,อำนาจเจริญ,TH37,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3801,3801,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3801,Mueang Bueng Kan,เมืองบึงกาฬ,TH3801,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3802,3802,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3802,Phon Charoen,พรเจริญ,TH3802,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3803,3803,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3803,So Phisai,โซ่พิสัย,TH3803,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3804,3804,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3804,Seka,เซกา,TH3804,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3805,3805,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3805,Pak Khat,ปากคาด,TH3805,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3806,3806,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3806,Bueng Khong Long,บึงโขงหลง,TH3806,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3807,3807,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3807,Si Wilai,ศรีวิไล,TH3807,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3808,3808,1603:45:16:764:0,1603:45:16:764:1:38,1603:45:16:764:2:3808,Bung Khla,บุ่งคล้า,TH3808,,,,,,Bueng Kan,บึงกาฬ,TH38,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3901,3901,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3901,Mueang Nong Bua Lam Phu,เมืองหนองบัวลำภู,TH3901,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3902,3902,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3902,Na Klang,นากลาง,TH3902,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3903,3903,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3903,Non Sang,โนนสัง,TH3903,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3904,3904,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3904,Si Bun Rueang,ศรีบุญเรือง,TH3904,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3905,3905,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3905,Suwannakhuha,สุวรรณคูหา,TH3905,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:3906,3906,1603:45:16:764:0,1603:45:16:764:1:39,1603:45:16:764:2:3906,Na Wang,นาวัง,TH3906,,,,,,Nong Bua Lam Phu,หนองบัวลำภู,TH39,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4001,4001,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4001,Mueang Khon Kaen,เมืองขอนแก่น,TH4001,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4002,4002,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4002,Ban Fang,บ้านฝาง,TH4002,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4003,4003,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4003,Phra Yuen,พระยืน,TH4003,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4004,4004,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4004,Nong Ruea,หนองเรือ,TH4004,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4005,4005,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4005,Chum Phae,ชุมแพ,TH4005,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4006,4006,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4006,Si Chomphu,สีชมพู,TH4006,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4007,4007,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4007,Nam Phong,น้ำพอง,TH4007,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4008,4008,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4008,Ubolratana,อุบลรัตน์,TH4008,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4009,4009,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4009,Kranuan,กระนวน,TH4009,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4010,4010,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4010,Ban Phai,บ้านไผ่,TH4010,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4011,4011,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4011,Pueai Noi,เปือยน้อย,TH4011,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4012,4012,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4012,Phon,พล,TH4012,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4013,4013,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4013,Waeng Yai,แวงใหญ่,TH4013,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4014,4014,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4014,Waeng Noi,แวงน้อย,TH4014,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4015,4015,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4015,Nong Song Hong,หนองสองห้อง,TH4015,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4016,4016,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4016,Phu Wiang,ภูเวียง,TH4016,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4017,4017,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4017,Mancha Khiri,มัญจาคีรี,TH4017,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4018,4018,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4018,Chonnabot,ชนบท,TH4018,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4019,4019,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4019,Khao Suan Kwang,เขาสวนกวาง,TH4019,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4020,4020,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4020,Phu Pha Man,ภูผาม่าน,TH4020,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4021,4021,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4021,Sam Sung,ซำสูง,TH4021,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4022,4022,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4022,Khok Pho Chai,โคกโพธิ์ไชย,TH4022,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4023,4023,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4023,Nong Na Kham,หนองนาคำ,TH4023,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4024,4024,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4024,Ban Haet,บ้านแฮด,TH4024,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4025,4025,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4025,Non Sila,โนนศิลา,TH4025,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4029,4029,1603:45:16:764:0,1603:45:16:764:1:40,1603:45:16:764:2:4029,Wiang Kao,เวียงเก่า,TH4029,,,,,,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4101,4101,1603:45:16:764:0,1603:45:16:764:1:41,1603:45:16:764:2:4101,Mueang Udon Thani,เมืองอุดรธานี,TH4101,,,,,,Udon Thani,อุดรธานี,TH41,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
