#item+conceptum+codicem,#item+rem+i_ara+is_arab,#item+rem+i_hye+is_armn,#item+rem+i_ben+is_beng,#item+rem+i_rus+is_cyrl,#item+rem+i_hin+is_deva,#item+rem+i_amh+is_ethi,#item+rem+i_kat+is_geor,#item+rem+i_grc+is_grek,#item+rem+i_guj+is_gujr,#item+rem+i_pan+is_guru,#item+rem+i_kan+is_knda,#item+rem+i_kor+is_hang,#item+rem+i_lzh+is_hant,#item+rem+i_heb+is_hebr,#item+rem+i_khm+is_khmr,#item+rem+i_lao+is_laoo,#item+rem+i_lat+is_latn,#item+rem+i_mni+is_mtei,#item+rem+i_mnw+is_mymr,#item+rem+i_nqo+is_nkoo,#item+rem+i_sat+is_olck,#item+rem+i_ori+is_orya,#item+rem+i_sin+is_sinh,#item+rem+i_tam+is_taml,#item+rem+i_tel+is_telu,#item+rem+i_div+is_thaa,#item+rem+i_tha+is_thai,#item+rem+i_bod+is_tibt,#item+rem+i_san+is_zyyy,#item+rem+i_zho+is_zyyy,#item+rem+i_por+is_latn,#item+rem+i_eng+is_latn,#item+rem+i_fra+is_latn,#item+rem+i_nld+is_latn,#item+rem+i_deu+is_latn,#item+rem+i_spa+is_latn,#item+rem+i_ita+is_latn,#item+rem+i_gle+is_latn,#item+rem+i_swe+is_latn,#item+rem+i_ceb+is_latn,#item+rem+i_sqi+is_latn,#item+rem+i_pol+is_latn,#item+rem+i_fin+is_latn,#item+rem+i_ron+is_latn,#item+rem+i_vie+is_latn,#item+rem+i_cat+is_latn,#item+rem+i_ukr+is_cyrl,#item+rem+i_bul+is_cyrl,#item+rem+i_slv+is_latn,#item+rem+i_war+is_latn,#item+rem+i_nob+is_latn,#item+rem+i_ces+is_latn,#item+rem+i_dan+is_latn,#item+rem+i_jpn+is_jpan,#item+rem+i_nno+is_latn,#item+rem+i_mal+is_mlym,#item+rem+i_ind+is_latn,#item+rem+i_fas+is_zyyy,#item+rem+i_hun+is_latn,#item+rem+i_eus+is_latn,#item+rem+i_cym+is_latn,#item+rem+i_glg+is_latn,#item+rem+i_slk+is_latn,#item+rem+i_epo+is_latn,#item+rem+i_msa+is_zyyy,#item+rem+i_est+is_latn,#item+rem+i_hrv+is_latn,#item+rem+i_tur+is_latn,#item+rem+i_nds+is_latn,#item+rem+i_oci+is_latn,#item+rem+i_zho+is_hans,#item+rem+i_bre+is_latn,#item+rem+i_arz+is_latn,#item+rem+i_afr+is_latn,#item+rem+i_ltz+is_latn,#item+rem+i_sco+is_latn,#item+rem+i_bar+is_latn,#item+rem+i_arg+is_latn,#item+rem+i_zho+is_hant,#item+rem+i_pap+is_latn,#item+rem+i_cos+is_latn,#item+rem+i_gsw+is_latn,#item+rem+i_isl+is_latn,#item+rem+i_min+is_latn,#item+rem+i_roh+is_latn,#item+rem+i_vec+is_latn,#item+rem+i_pms+is_latn,#item+rem+i_scn+is_latn,#item+rem+i_srd+is_latn,#item+rem+i_gla+is_latn,#item+rem+i_lim+is_latn,#item+rem+i_wln+is_latn,#item+rem+i_srp+is_latn,#item+rem+i_vls+is_latn,#item+rem+i_nap+is_latn,#item+rem+i_lij+is_latn,#item+rem+i_fur+is_latn,#item+rem+i_pcd+is_latn,#item+rem+i_wol+is_latn,#item+rem+i_kon+is_latn,#item+rem+i_frp+is_latn,#item+rem+i_wuu+is_zyyy,#item+rem+i_srp+is_cyrl,#item+rem+i_urd+is_arab,#item+rem+i_gan+is_zyyy,#item+rem+i_lit+is_latn,#item+rem+i_gan+is_hans,#item+rem+i_hbs+is_latn,#item+rem+i_lav+is_latn,#item+rem+i_bos+is_latn,#item+rem+i_srn+is_latn,#item+rem+i_azb+is_arab,#item+rem+i_jav+is_latn,#item+rem+i_ell+is_grek,#item+rem+i_sun+is_latn,#item+rem+i_fry+is_latn,#item+rem+i_ace+is_latn,#item+rem+i_jam+is_latn,#item+rem+i_che+is_cyrl,#item+rem+i_bel+is_cyrl,#item+rem+i_kab+is_latn,#item+rem+i_fao+is_latn,#item+rem+i_vmf+is_latn,#item+rem+i_bam+is_zyyy,#item+rem+i_frc+is_latn,#item+rem+i_prg+is_latn,#item+rem+i_lmo+is_latn,#item+rem+i_mar+is_deva,#item+rem+i_ady+is_cyrl,#item+rem+i_ary+is_arab,#item+rem+i_awa+is_deva,#item+rem+i_ban+is_latn,#item+rem+i_ast+is_latn,#item+rem+i_bcl+is_latn,#item+rem+i_bho+is_deva,#item+rem+i_bpy+is_beng,#item+rem+i_bxr+is_cyrl,#item+rem+i_cdo+is_zyyy,#item+rem+i_diq+is_latn,#item+rem+i_dsb+is_latn,#item+rem+i_ext+is_latn,#item+rem+i_gcr+is_latn,#item+rem+i_gom+is_zyyy,#item+rem+i_frr+is_latn,#item+rem+i_hak+is_zyyy,#item+rem+i_hif+is_zyyy,#item+rem+i_hsb+is_latn,#item+rem+i_hyw+is_armn,#item+rem+i_ilo+is_latn,#item+rem+i_inh+is_cyrl,#item+rem+i_kaa+is_latn,#item+rem+i_kbd+is_cyrl,#item+rem+i_kbp+is_latn,#item+rem+i_mai+is_deva,#item+rem+i_mhr+is_cyrl,#item+rem+i_mwl+is_latn,#item+rem+i_mzn+is_arab,#item+rem+i_nah+is_latn,#item+rem+i_nan+is_latn,#item+rem+i_new+is_deva,#item+rem+i_pam+is_latn,#item+rem+i_pfl+is_latn,#item+rem+i_pnb+is_arab,#item+rem+i_rue+is_cyrl,#item+rem+i_rup+is_latn,#item+rem+i_sah+is_cyrl,#item+rem+i_sgs+is_latn,#item+rem+i_shi+is_zyyy,#item+rem+i_shn+is_mymr,#item+rem+i_smn+is_latn,#item+rem+i_stq+is_latn,#item+rem+i_szl+is_latn,#item+rem+i_tcy+is_zyyy,#item+rem+i_udm+is_cyrl,#item+rem+i_vep+is_latn,#item+rem+i_vro+is_latn,#item+rem+i_yue+is_zyyy,#item+rem+i_crh+is_latn,#item+rem+i_crh+is_cyrl,#item+rem+i_lad+is_zyyy,#item+rem+i_lez+is_cyrl,#item+rem+i_swa+is_latn,#item+rem+i_zha+is_zyyy,#item+rem+i_yor+is_latn,#item+rem+i_yid+is_hebr,#item+rem+i_xho+is_latn,#item+rem+i_uzb+is_latn,#item+rem+i_uig+is_zyyy,#item+rem+i_uig+is_arab,#item+rem+i_uig+is_latn,#item+rem+i_tat+is_zyyy,#item+rem+i_tat+is_cyrl,#item+rem+i_tat+is_latn,#item+rem+i_tso+is_latn,#item+rem+i_tgl+is_latn,#item+rem+i_tuk+is_latn,#item+rem+i_abk+is_cyrl,#item+rem+i_asm+is_beng,#item+rem+i_ava+is_cyrl,#item+rem+i_aze+is_latn,#item+rem+i_aze+is_cyrl,#item+rem+i_bak+is_cyrl,#item+rem+i_bis+is_latn,#item+rem+i_chv+is_cyrl,#item+rem+i_grn+is_latn,#item+rem+i_glv+is_latn,#item+rem+i_hau+is_latn,#item+rem+i_hat+is_latn,#item+rem+i_xmf+is_geor,#item+rem+i_kaz+is_zyyy,#item+rem+i_kaz+is_arab,#item+rem+i_kaz+is_cyrl,#item+rem+i_kaz+is_latn,#item+rem+i_kal+is_latn,#item+rem+i_krc+is_cyrl,#item+rem+i_kur+is_zyyy,#item+rem+i_kur+is_arab,#item+rem+i_kur+is_latn,#item+rem+i_ckb+is_arab,#item+rem+i_sdh+is_arab,#item+rem+i_kpv+is_cyrl,#item+rem+i_koi+is_cyrl,#item+rem+i_cor+is_latn,#item+rem+i_kir+is_zyyy,#item+rem+i_kir+is_arab,#item+rem+i_kir+is_cyrl,#item+rem+i_lld+is_latn,#item+rem+i_lin+is_latn,#item+rem+i_mlg+is_latn,#item+rem+i_mkd+is_cyrl,#item+rem+i_mon+is_cyrl,#item+rem+i_mlt+is_latn,#item+rem+i_mya+is_mymr,#item+rem+i_tvn+is_mymr,#item+rem+i_rki+is_mymr,#item+rem+i_nep+is_deva,#item+rem+i_dty+is_deva,#item+rem+i_nav+is_latn,#item+rem+i_oss+is_cyrl,#item+rem+i_pus+is_arab,#item+rem+i_que+is_latn,#item+rem+i_kin+is_latn,#item+rem+i_snd+is_arab,#item+rem+i_sme+is_latn,#item+rem+i_smo+is_latn,#item+rem+i_sna+is_latn,#item+rem+i_som+is_latn,#item+rem+i_ssw+is_latn,#item+rem+i_tgk+is_zyyy,#item+rem+i_tgk+is_cyrl,#item+rem+i_tgk+is_latn,#item+rem+i_zul+is_latn,#item+rem+i_vol+is_latn,#item+rem+i_ina+is_latn,#item+rem+i_ile+is_latn,#item+rem+i_jbo+is_latn,#item+rem+i_nov+is_latn,#item+rem+i_ido+is_latn,#item+rem+i_lfn+is_latn,#item+rem+i_mul+is_zxxx,#item+rem+i_und+is_zxxx,#item+rem+i_zxx+is_zxxx
Q11660,ذكاء اصطناعي,արհեստական բանականություն,কৃত্রিম বুদ্ধিমত্তা,искусственный интеллект,कृत्रिम बुद्धिमत्ता,ሠው ሰራሽ ዕውቀት,ხელოვნური ინტელექტი,,,ਬਣਾਉਟੀ ਮਸ਼ੀਨੀ ਬੁੱਧੀ,ಕೃತಕ ಬುದ್ಧಿಮತ್ತೆ,인공지능,,בינה מלאכותית,,,Intellegentia artificialis,,,,,କୃତ୍ରିମ ବୁଦ୍ଧିମତ୍ତା,කෘතීම බුද්ධිය,செயற்கை அறிவுத்திறன்,కృత్రిమ మేధస్సు,,ปัญญาประดิษฐ์,,,人工智能,inteligência artificial,artificial intelligence,intelligence artificielle,kunstmatige intelligentie,künstliche Intelligenz,inteligencia artificial,intelligenza artificiale,intleacht shaorga,artificiell intelligens,,Inteligjenca artificiale,sztuczna inteligencja,tekoäly,inteligență artificială,trí tuệ nhân tạo,intel·ligència artificial,штучний інтелект,Изкуствен интелект,umetna inteligenca,Artipisyal nga intelihensya,Kunstig intelligens,umělá inteligence,kunstig intelligens,人工知能,kunstig intelligens,കൃത്രിമബുദ്ധി,kecerdasan buatan,هوش مصنوعی,mesterséges intelligencia,adimen artifizial,Deallusrwydd artiffisial,intelixencia artificial,Umelá inteligencia,artefarita inteligenteco,kecerdasan buatan,tehisintellekt,umjetna inteligencija,yapay zekâ,,Intelligéncia artificiala,,,ذكاء صناعى,Kunsmatige intelligensie,,airtifeecial intelligence,,Intelichencia artificial,人工智能,,,Künstliche Intelligenz,Gervigreind,Kecerdasan buatan,,Inteligensa artificial,,,,,Kónsmaesige intelligentie,,vještačka inteligencija,,,,Inteligjence artificiâl,,,,,人工智能,вјештачка интелигенција,مصنوعی ذہانت,人工智能,Dirbtinis intelektas,,Umjetna inteligencija,mākslīgais intelekts,vještačka inteligencija,,مصنوعی ذکا,Kacerdhasan gawéyan,Τεχνητή νοημοσύνη,,,,Aatifishal intelijens,,Штучны інтэлект,,,,,,,,कृत्रिम बुद्धिमत्ता,,,,,intelixencia artificial,,,,Хэмэл оюун,,Viro vıraştıkên,,,Entélijans artifisyèl,,,,,,,parbo a saririt,,,,,,,,,,Jîn-kang tì-lêng,आर्टिफिसियल इन्टेलिजेन्स,,,بنائی گئی ذہانت,Умела інтеліґенція,,Оҥоһуу интеллект,Dėrbtėns intelekts,,,tahojiermi,,,,,,Kunstmõistus,人工智能,,,,,Akili bandia,,,קינסטלעכע אינטעליגענץ,,Sunʼiy ong,سۈنئى ئىدىراك,,,ясалма интеллект,ясалма интеллект,,,Intelihensiyang artipisyal,Ýasama akyl,,কৃত্ৰিম বুদ্ধিমত্তা,,süni intellekt,,Яһалма интеллект,,Юрилле интеллект,Ava japopyre arandu,,,Entèlijans atifisyèl,,Жасанды интеллект,,,,,,jîriya destkirî,,,ژیریی دەستکرد,,,,,Жасалма интеллект,,,,,Haranita-tsaina voatrolombelona,вештачка интелигенција,Хиймэл оюун ухаан,intelliġenza artifiċjali,ဉာဏ်တု,,,कृत्रिम बौद्धिकता,,,,مصنوعي ځيرکتیا,,,,dahkujierbmi,,,,,ҳӯши маснуъӣ,,,,,Intelligentia artificial,Inteligentie artificial,rutni menli,,Artifical inteligenteso,inteleto artifis,,,
Q94702,تصفية تشاركية,Կոլլաբորատիվ ֆիլտրացիա,,Коллаборативная фильтрация,,,,,,,,협업 필터링,,סינון שיתופי,,,,,,,,,,,,,,,,協同過濾,filtragem colaborativa,collaborative filtering,filtrage collaboratif,Collaborative filtering,Kollaboratives Filtern,Filtrado colaborativo,Collaborative filtering,,kollaborativ filtrering,,,,,,,filtre col·laboratiu,Коллаборативна фільтрація,,,,,,,協調フィルタリング,,,,پالایش گروهی,,,,,,,,,,İşbirlikçi filtreleme,,,,,,,,,,,協同過濾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,協同過濾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q161410,الند للند,,পিয়ার-টু-পিয়ার,одноранговая сеть,सहकर्मी-से-सहकर्मी,,,,,,,P2P,,עמית לעמית,,,,,,,,,,சகா-சகா,,,เพียร์ทูเพียร์,,,點對點技術,peer-to-peer,peer-to-peer,pair à pair,peer-to-peer,Peer-to-Peer,peer-to-peer,peer-to-peer,,P2P-nätverk,,Peer-to-peer,peer-to-peer,vertaisverkko,Peer-to-peer,Mạng ngang hàng,d'igual a igual,Peer-to-peer,P2P,,,like-til-like,Peer-to-peer,Peer-to-peer,Peer to Peer,likemannsnettverk,പിയർ-റ്റു-പിയർ നെറ്റ്വർക്ക്,P2P,همتا به همتا,peer-to-peer,P2P,,Peer-to-peer,Sieť so vzájomným sprístupňovaním,samtavola ŝutado,Rakan-ke-rakan,P2P-võrgustik,Peer to peer,Peer-to-peer,,,,,,Eweknienetwerk,,,,,點對點技術,,,,,,,P2P,,,,,,,P2P мрежа,,,,,,,,,点对点网络,P2P мрежа,ہمتا بہ ہمتا,,P2P,,Peer to peer,Vienādranga tīkls,,,,,δίκτυο ομότιμων κόμβων,Peer to Peer,,,,,,,,,,,,Peer-to-peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2P,,,,,點對點,,,,,,,,קאלעג צו קאלעג,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тегиз тармак,,,,,,Peer-to-peer,Peer to peer computing,,အုပ်စုတူအဆင့်တူအချင်းချင်းများ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q167323,إيثار,այլասիրություն,,альтруизм,पर्यायवाद,,ალტრუიზმი,,,,ಪರಹಿತ ಚಿಂತನೆ,이타주의,,זולתנות,,,Altruismus,,,,,,,ஒப்புரவாண்மை,,,,,परोपकारः,利他主义,altruísmo,altruism,altruisme,altruïsme,Altruismus,altruismo,altruismo,,altruism,,Altruizmi,altruizm,Altruismi,Altruism,Chủ nghĩa vị tha,altruisme,альтруїзм,алтруизъм,Altruizem,,altruisme,Altruismus,altruisme,奉仕,altruisme,പരോപകാരകാംക്ഷ,altruisme,ایثار,Altruizmus,Altruismo,,Altruísmo,Altruizmus,altruismo,Altruisme,Altruism,Altruizam,diğerkâmlık,,Altruisme,,,,Altruïsme,,,,,利他主義,,,Altruismus,Ósérplægni,,,,,,,,,,Altruizam,,,,,,,,,利他主义,алтруизам,,,Altruizmas,,Altruizam,altruisms,Altruizam,,,,αλτρουισμός,,,,,,альтруізм,,,,,,,,निःस्वार्थीपणा,,,,,Altruísmu,,,,,,,,,,,,,,,,,,,,,,,,,,Lī-thaⁿ-chú-gī,,,,,,,,,,,,,,,,,,利他主義,,,,,,,,,,Altruizm,,,,альтруистлык,,,,Altruismo,,,,,Altruizm,,,,,,,,,,альтруизм,الترۋىيزم,альтруизм,Alʹtrwïzm,,,,,,,,,,,Альтруизм,,,,,,алтруизам,,,,,,,,,,,,,,,,,,,алтруизм,,,,,,,,,,,,,
Q180634,حوسبة موزعة,,,распределённые вычисления,,,განაწილებული სისტემა,,,,,분산 컴퓨팅,,חישוב מבוזר,,,,,,,,,,விரவல் கணினி செய்முறை,,,,,,分布式计算,computação distribuída,distributed computing,calcul distribué,distributed computing,Verteiltes Rechnen,computación distribuida,calcolo distribuito,,distributed computing,,,obliczenia rozproszone,Hajautetut järjestelmät,vcalcul distribuit,Điện toán phân tán,aplicació distribuïda,розподілені обчислення,Разпределени изчислителни системи,Porazdeljeno računalništvo,,Distribuert databehandling,distribuovaný výpočet,distribuerede beregninger,分散コンピューティング,distribuert datahandsaming,ഡിസ്ട്രിബൂട്ടഡ് കംപ്യൂട്ടിംഗ്,Komputasi terdistribusi,رایانش توزیعشده,elosztott számítások,konputazio banatu,,,Distribuovaný výpočet,disa komputado,Pengkomputeran teragih,Hajusarvutus,,Dağıtık hesaplama,,,,,,,,,,,分布式計算,,,,,,,,,,,,,,,,,,,,,,,,Расподељено израчунавање,منقسم شمارندکاری,,Paskirstytasis skaičiavimas,,,Izkliedētā skaitļošana,Distribuirano računarstvo,,,,Παράλληλα και κατανεμημένα συστήματα,,,,,,Размеркаваныя вылічэнні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,分散式運算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Мәліметтерді үлестіре өңдеу,مالىمەتتەردى ۇلەستىرە وڭدەۋ,Мәліметтерді үлестіре өңдеу,Mälimetterdi ülestire öñdew,,,,,,,,,,,,,,,,,распределено сметање,Хуваарилагдсан систем,,,,,,,,,,,,,,,,,,,,,,,,,,,Sistemi descentraligita,,,,
Q182985,نظام انتخابي,,নির্বাচনী ব্যবস্থা,избирательная система,निर्वाचन प्रणालियाँ,,საარჩევნო სისტემა,,,,,선거 제도,,שיטת בחירות,,,,,ရုဲမာဲ၊ သၞောတ်,,,,,வாக்களிப்பு முறைகள்,,,ระบบการลงคะแนน,,,投票制度,sistema de votação,electoral system,système électoral,kiessysteem,Wahlsystem,sistema electoral,sistema elettorale,,valsystem,,Sistemi zgjedhor,ordynacja wyborcza,vaalitapa,Sistem de vot,Hệ thống đầu phiếu,sistema electoral,виборча система,избирателна система,,,valgordning,volební systém,valgsystem,選挙方法,,,,نظام انتخاباتی,választási rendszer,Hauteskunde sistema,,sistema electoral,Volebný systém,balotsistemo,Sistem pilihan raya,valimissüsteem,Izborni sustav,Seçim sistemi,,,,,,,,,,,投票制度,,,,Kosningakerfi,,,Sistema de votasion,,Sistema di vutazzioni,,,,,izborni sistem,,,,,,,,,,изборни систем,,,Rinkimų sistema,,Izborni sistem,Balsošanas sistēma,,,,,Εκλογικό σύστημα,,,,,,,,,,,,,,मतदान प्रणाली,,,,,Sistema de votación,,,,,,Sistemê weçinıtışi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vaaljâvyehi,,,,,,,投票制度,,,,,,,,,,,,,,,,,,,,,,,Seçki sistemi,,,,,,,,,,Сайлау жүйесі,سايلاۋ جۇيەسى,Сайлау жүйесі,Saýlaw jüýesi,,,,,,,,,,,Шайлоо тутуму,,,,,,изборен систем,,,,,,निर्वाचन प्रणाली,,,,,,,,válgavuohki,,,,,,,,,,,,,,,,,,
Q186368,تقايض,Մուտուալիզմ,,Мутуализм,पारस्परण,,,,,,,상리 공생,,הדדיות,,,Mutualismus,ꯀꯥꯡꯂꯨꯞ ꯃꯁꯦꯟ ꯇꯦꯡꯄꯥꯡꯅꯄ (ꯊꯋꯥꯢꯄꯥꯟꯄ ꯅꯩꯅꯂꯣꯟ),,,,,,,,,,,,互利共生,mutualismo,mutualism,mutualisme,mutualisme,Mutualismus,mutualismo,mutualismo,Comharaíocht,mutualism,,,mutualizm,mutualismi,mutualism,Thuyết hỗ sinh,mutualisme,Мутуалізм,Мутуализъм,Mutualizem,,mutualisme,mutualismus,Mutualisme,相利共生,mutualisme,സഹോപകാരിത,mutualisme,همزیستی دوسویه,Mutualizmus (biológia),mutualismo,,mutualismo,,mutualismo,Kesalingan,mutualism,mutualizam,mutualizm,,,,,,,,,,,互利共生,,,,,,,,,,,,,,Mutualizam,,,,,,,,,,Мутуализам,,,mutualizmas,,Mutualizam,,Mutualizam,,,,,,,,,,Мутуалізм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,互利共生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mityalis,,Мутуализм,مۋتۋالىيزم,Мутуализм,Mwtwalïzm,,,,,,سوود گۆڕکێ,,,,,,,,,,,Мутуализам,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q188577,قرار بالإجماع,,,Принятие решения методом консенсуса,,,,,,,,합의 의사결정,,קבלת החלטות בקונצנזוס,,,,,,,,,,,,,,,,共识决策法,decisão por consenso,consensus decision-making,méthode du consensus,,Konsensprinzip,decisión por consenso,metodo del consenso,,,,,podejmowanie decyzji w drodze konsensusu,Konsensus-päätöksenteko,,,decisió per consens,Знаходження консенсусу,,,,,,,合意形成,,,Musyawarah,تصمیم گیری اجماعی,,,,,,,,,Grupno odlučivanje,,,,,,,,,,,,共識決策法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konsenzus,,,,,Musyawarah,Συναινετική λήψη αποφάσεων,,,,,,,,,,,,,,,,,,,Decisión por consensu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קאנסענסוס באשלוסן-אפמאכן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Консензус,,,,,,,,,,,,,سهمتي,,,,,,,,,,,,,,,,,,,
Q188961,لامركزية,,বিকেন্দ্রীকরণ,децентрализация,विकेंद्रीकरण,,დეცენტრალიზაცია,,,,ವಿಕೇಂದ್ರೀಕರಣ,분권화,,ביזור,,,Decentralizatio,,,,,,,பரவலாக்கம்,,,,,,地方分权,descentralização,decentralization,décentralisation,decentralisatie,Dezentralität,descentralización,decentramento,Dílárú,decentralisering,,Decentralizimi,decentralizacja,desentralisaatio,Descentralizare,Phi tập trung hóa,descentralització,децентралізація,Децентрализация,,,desentralisering,decentralizace,decentralisering,地方分権,desentralisering,,Desentralisasi,تمرکززدایی,,Deszentralizazio,,Descentralización,decentralizácia,Malcentralizado,,,decentralizacija,Adem-i merkeziyetçilik,,Descentralizacion,,,,,,,,,,,,,,,,,,,,,,,Decentralizacija,,,,,,,,,,децентрализација,,,Decentralizacija,,Decentralizacija,,Decentralizacija,,,,Διοικητική αποκέντρωση,,Desintralisaasje,,,,,,,,,,,,,,,,,Descentralización,,,,Децентрализаци,,,,,,,,,,,,,,,,,,,,,,Tē-hng hun-koân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,децентрализация,,,,Desentralisasyon,,,,,Desentralizasiya,,,,,,,,,,Орталықсыздандыру,ورتالىقسىزداندىرۋ,Орталықсыздандыру,Ortalıqsızdandırw,,,,,,,,,,,Децентрализация,,,,,,Децентрализација,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q191934,معايشة,Կոմենսալիզմ,,Комменсализм,सहभोज,,კომენსალიზმი,,,,,편리 공생,,קומנסליזם,,,Commensalismus,,,,,,,கூட்டு வாழ்க்கை,,,,,,偏利共生,comensalismo,commensalism,commensalisme,commensalisme,Kommensalismus,comensalismo,commensalismo,Comhthíosachas,,,,Komensalizm,Kommensalismi,Comensalism,Hội sinh,comensalisme,Коменсалізм,Коменсализъм,Priskledništvo,,kommensialisme,Komenzálismus,Kommensalisme,片利共生,kommensialisme,സഹഭോജിത,komensalisme,همسفرگی,Kommenzalizmus,Komentsalismo,,Comensalismo,,Kunmanĝado,Komensalisme,Kommensalism,Komenzalizam,Kommensalizm,,,,,,,,commensalism,,,偏利共生,,,,Gistilíf,,,,,,,,,,Komensalizam,,,,,,,,,偏利共生,Коменсализам,,,Komensalizmas,,Komenzalizam,,Komensalizam,,,,,,,,,,Каменсалізм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,偏利共棲,,,,,,,,,,Kommensalizm,,,,,,,,,,,,,Kommensalizm,,,,,,,,Kòmansalis,კომენსალიზმი,Комменсализм,,,,,,Hevxwerî,حەڤخوەری,Hevxwerî,,,,,,Комменсализм,,,,,,Коменсализам,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
