#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq
28410,Q1998967
28436,Q1795960
28452,Q1772636
28479,Q1796131
28495,Q22036573
28517,Q1772591
28533,Q530211
28550,Q2015625
28576,Q1816274
28592,Q2021116
28614,Q1808118
28630,Q22035039
28657,Q1808170
28673,Q1808190
28690,Q1808105
28711,Q1816037
28738,Q740975
28754,Q2014339
28770,Q1795925
28797,Q1772722
28819,Q22061199
28835,Q1772703
28851,Q22063263
28878,Q22063262
28894,Q1795950
28916,Q1795898
28932,Q1795888
30007,Q1808537
30015,Q175057
30031,Q1970827
30058,Q1796277
30660,Q1795133
30678,Q2027295
30694,Q338795
30716,Q1762100
30732,Q1648079
30759,Q2028167
30775,Q1808142
30791,Q1795342
30813,Q961459
30830,Q1795362
30856,Q653656
30872,Q1761912
30899,Q1808436
30910,Q2019006
30937,Q1795321
30953,Q1796414
30970,Q2019055
30996,Q1795137
31003,Q668375
31011,Q1802043
31038,Q2013098
31054,Q170578
31070,Q1802037
31097,Q949854
31119,Q1784872
31135,Q1802013
31151,Q746187
31194,Q1801972
31216,Q1801984
31232,Q1807399
31259,Q726730
31275,Q2013076
31291,Q1801997
31313,Q2013083
31330,Q1802492
31356,Q2089228
31372,Q656402
31399,Q1802021
31410,Q1005942
31437,Q2078439
31453,Q588822
31470,Q1802002
31496,Q2013193
31518,Q647366
31534,Q1801964
31550,Q2013163
31577,Q1784050
31593,Q1802007
31615,Q1929327
31631,Q1807361
31658,Q2013178
31674,Q1112881
31690,Q2288052
31712,Q2014486
31739,Q2013214
31755,Q2078302
31771,Q2013198
31798,Q609459
31810,Q1857645
31836,Q22038204
31852,Q2079696
31879,Q2011928
31895,Q22038535
31917,Q22038537
31933,Q2011901
31950,Q1800687
31976,Q2307488
31992,Q2078330
32018,Q2013116
32034,Q2171696
32050,Q1809608
32077,Q430927
32093,Q22036374
32115,Q2014466
32131,Q1807371
32158,Q22034271
32174,Q2347679
32190,Q2079747
32212,Q2013205
32239,Q2013090
32255,Q2089266
32298,Q2083175
32310,Q371369
32336,Q839003
32352,Q1999718
32379,Q2331416
32395,Q2089289
32417,Q1848973
32433,Q1975957
32450,Q22063215
32476,Q22033542
32492,Q22033560
32514,Q22063214
33014,Q1645077
33030,Q1647789
33057,Q1761962
33065,Q1762152
33073,Q1762459
33090,Q1793641
33111,Q560381
33138,Q22050101
33154,Q22063205
33170,Q1762121
33197,Q1648060
33219,Q654725
33235,Q1772546
33251,Q490022
33260,Q1796352
33278,Q1762342
33294,Q1761950
33316,Q22063195
33332,Q1772510
33359,Q1772563
33375,Q1762391
33383,Q1762140
33391,Q1762365
33405,Q1772630
33413,Q22063188
33430,Q1762004
33456,Q1762335
33472,Q513600
33499,Q1761984
33510,Q1762467
33529,Q1761992
33537,Q2013948
33553,Q1795377
33570,Q1761997
33596,Q1761974
33618,Q1761936
33634,Q1384520
33650,Q1761886
33677,Q816112
33693,Q642874
33715,Q865464
33731,Q1772514
33758,Q770067
33774,Q891727
33782,Q1762021
33790,Q1795278
33804,Q1808128
33812,Q1772521
33839,Q1762094
33855,Q1800651
33871,Q1761968
33898,Q1762399
33910,Q1808298
33936,Q1761955
33952,Q1648887
33960,Q980565
33979,Q985576
33995,Q1795313
34010,Q1946795
34029,Q1762013
34037,Q1795371
34053,Q1808307
34070,Q960632
34096,Q283971
34118,Q1772542
34134,Q1136204
34150,Q1795776
34177,Q1798839
34193,Q1808046
34215,Q1806851
34231,Q674476
34258,Q1772515
34274,Q1795769
34290,Q1762379
34312,Q1798833
34339,Q597716
34355,Q508999
34363,Q1800637
34371,Q985956
34398,Q1761958
34410,Q985608
34436,Q1795593
34452,Q1764155
34479,Q747832
34495,Q1762371
34509,Q1795587
34517,Q2021433
34533,Q1796395
34550,Q1761858
34576,Q1762353
34592,Q264690
34614,Q2028150
34630,Q1762474
34657,Q1772585
34673,Q1772525
34690,Q988781
34711,Q1003399
34738,Q596466
34754,Q1796433
34770,Q1762086
34797,Q1800634
34819,Q1645061
34835,Q1772667
34851,Q1061205
34878,Q1761906
34894,Q1795391
34916,Q578451
34932,Q1761896
34959,Q1648067
34975,Q677518
34991,Q776188
35017,Q963778
35033,Q1761928
35050,Q1772552
35076,Q1795353
35092,Q1806968
35114,Q1772504
35130,Q2013802
35149,Q1762060
35157,Q194343
35173,Q1761918
35190,Q1761890
35211,Q1762128
35238,Q727944
35254,Q1795290
35270,Q632744
35297,Q1762146
35319,Q1761869
35335,Q786924
35351,Q1798829
35378,Q1762080
35394,Q1800654
35416,Q741470
35432,Q968962
35459,Q1795367
35475,Q1798809
35491,Q1795224
35513,Q1800648
35530,Q1772606
35556,Q1647812
35572,Q985979
35599,Q1772538
35610,Q1798843
35637,Q1795384
35653,Q1761863
35670,Q1795380
35696,Q1795332
35700,Q1795302
35718,Q1762385
35734,Q373705
35750,Q589992
35777,Q605861
35793,Q1625857
35815,Q2026825
35831,Q526769
35858,Q1795122
35874,Q1795815
35890,Q1795271
35912,Q1648734
35939,Q1762180
35947,Q1798824
35955,Q1800730
35971,Q460750
35998,Q985513
36013,Q509976
36030,Q1795795
36056,Q782196
36072,Q1795765
36080,Q1800628
36099,Q1762055
36110,Q1772508
36137,Q943536
36153,Q1647799
36170,Q686304
36196,Q965644
36218,Q1795733
36234,Q1772662
36250,Q1796349
36277,Q966857
36293,Q921827
36315,Q1795161
36331,Q583180
36358,Q686137
36374,Q1795784
36382,Q1795128
36390,Q609737
36412,Q1807777
36439,Q1798854
36455,Q1795113
36471,Q1795108
36498,Q683315
36510,Q1798719
36536,Q733973
36552,Q1070926
36579,Q1761843
36595,Q1999691
36617,Q630203
36633,Q1761820
36650,Q1795144
36676,Q1798820
36692,Q753044
36706,Q1795150
36714,Q1431410
36730,Q935612
36757,Q1795742
36765,Q1794388
36773,Q1793368
36790,Q988768
36811,Q1761765
36820,Q1794888
36838,Q1794383
36854,Q905164
36870,Q1762223
36897,Q1793470
36919,Q1793460
36935,Q1761781
36951,Q1794428
36978,Q776627
36994,Q1793587
37010,Q1794943
37036,Q1795253
37052,Q743654
37079,Q1794419
37095,Q1772681
37117,Q1795100
37133,Q1761467
37150,Q2028783
37176,Q1794252
37192,Q956401
37214,Q648152
37222,Q2021098
37230,Q1794359
37257,Q1793651
37273,Q1807019
37290,Q677956
37303,Q1794459
37311,Q1808562
37338,Q1794435
37354,Q1807821
37370,Q1793482
37397,Q1762166
37419,Q1761474
37427,Q1794935
37435,Q1984590
37451,Q1793732
37460,Q1793568
37478,Q988684
37494,Q975660
37516,Q1808393
37532,Q1809660
37559,Q1807966
37567,Q1806993
37575,Q1795079
37583,Q1794393
37591,Q1772518
37613,Q1794050
37621,Q1762358
37630,Q1648508
37656,Q1795068
37672,Q1793921
37680,Q943355
37699,Q1793599
37710,Q924839
37737,Q1793379
37753,Q1793885
37770,Q1761881
37796,Q1772557
37818,Q956008
37834,Q1795191
37850,Q928887
37877,Q1794925
37893,Q1793323
37915,Q1793873
37931,Q1794448
37940,Q1807812
37958,Q1794920
37974,Q1807706
37990,Q1793630
38016,Q1807747
38032,Q1793430
38059,Q1794165
38067,Q1935495
38075,Q499922
38091,Q1793451
38113,Q1807887
38130,Q1807030
38156,Q1772530
38164,Q1796453
38172,Q1808402
38199,Q1793720
38210,Q1794265
38237,Q1793610
38253,Q1762348
38270,Q1794367
38296,Q2013792
38318,Q1761834
38334,Q1793776
38342,Q775530
38350,Q1649466
38377,Q2345752
38393,Q582989
38415,Q965807
38431,Q1795086
38458,Q1807858
38474,Q1907408
38490,Q36947
38512,Q2027840
38539,Q1808347
38555,Q993466
38571,Q1761901
38598,Q512109
38610,Q1793861
38636,Q1761852
38652,Q2018997
38679,Q1795202
38695,Q1795259
38717,Q739789
38733,Q1764163
38750,Q1794190
38776,Q1761582
38792,Q1939306
38806,Q2019014
38814,Q1794400
38822,Q1794977
38830,Q1648073
38857,Q1793783
38865,Q1807737
38873,Q1794868
38890,Q1793748
38911,Q1793944
38938,Q939237
38946,Q1793933
38954,Q2247752
38970,Q1794971
38997,Q1762159
39012,Q1808316
39039,Q1793620
39047,Q600869
39055,Q1794876
39071,Q1793663
39098,Q1008215
39110,Q1807060
39136,Q1645080
39144,Q934110
39152,Q1793851
39179,Q1761827
39195,Q22062867
39217,Q1793683
39233,Q22062864
39250,Q22062863
39276,Q22062859
39292,Q1794862
39314,Q1761874
39330,Q22062856
39357,Q22060578
39373,Q22062855
39390,Q22062854
39411,Q22062853
39438,Q1762068
39454,Q22062851
39470,Q1761773
39489,Q1794957
39497,Q22060576
39519,Q1793579
39535,Q22062848
39551,Q22062847
39578,Q1010498
39594,Q22062845
39616,Q1807715
39624,Q1794173
39632,Q22062840
39640,Q631107
39659,Q22062839
39675,Q22062838
39691,Q580244
39713,Q1762114
39730,Q1761847
39748,Q985510
39756,Q1794883
39772,Q1761788
39799,Q1793758
39810,Q1762483
39837,Q1807758
39845,Q1811500
39853,Q733562
39870,Q1808500
39896,Q2019037
39900,Q1762134
39918,Q1793296
39926,Q1647816
39934,Q282335
39942,Q609691
39950,Q1807767
39969,Q1762106
39977,Q1793392
39985,Q646901
39993,Q596359
40002,Q614671
40010,Q582223
40029,Q1756964
40037,Q1615444
40045,Q1792033
40053,Q1749816
40061,Q1791913
40070,Q1749743
40088,Q734337
40096,Q1791887
40100,Q1756976
40118,Q2059260
40126,Q1791217
40134,Q1756079
40142,Q1756913
40150,Q691275
40169,Q1756936
40177,Q1756605
40185,Q1791121
40193,Q1756246
40207,Q1791201
40215,Q1650790
40223,Q1757095
40231,Q1749739
40240,Q655607
40258,Q678420
40266,Q1791330
40274,Q986243
40282,Q734146
40290,Q1756032
40304,Q1791230
40312,Q1755151
40320,Q1790670
40339,Q979377
40347,Q22062425
40355,Q1792834
40363,Q1805365
40371,Q1757102
40380,Q22062414
40398,Q1756931
40401,Q1754973
40410,Q1757130
40428,Q1755144
40436,Q22062812
40444,Q1755530
40452,Q370048
40460,Q22062358
40479,Q1756297
40487,Q1789727
40495,Q1793156
40509,Q1754871
40517,Q1754887
40525,Q687032
40533,Q676007
40541,Q1789584
40550,Q503236
40568,Q1798051
40576,Q22062805
40584,Q1755571
40592,Q611911
40606,Q1789472
40614,Q1791977
40622,Q1789508
40630,Q1756217
40649,Q1789488
40657,Q968231
40665,Q1789077
40673,Q1749750
40681,Q929590
40690,Q1637522
40703,Q785452
40711,Q1756387
40720,Q1787194
40738,Q1749824
40746,Q1787661
40754,Q1793057
40762,Q1787332
40770,Q1756084
40789,Q1787340
40797,Q586057
40800,Q1789187
40819,Q1756612
40827,Q1789146
40835,Q22062794
40843,Q1788677
40851,Q1756284
40860,Q1788403
40878,Q1792090
40886,Q1788050
40894,Q617058
40908,Q1805295
40916,Q1756260
40924,Q1755133
40932,Q922716
40940,Q730130
40959,Q1791783
40967,Q1754665
40975,Q947342
40983,Q1789771
40991,Q1756922
41009,Q1790156
41017,Q1756027
41025,Q936682
41033,Q1756019
41041,Q1790097
41050,Q1756203
41068,Q1790088
41076,Q770910
41084,Q1754899
41092,Q1791836
41106,Q1789734
41114,Q807311
41122,Q1790335
41130,Q425598
41149,Q1754917
41157,Q1815539
41165,Q1790104
41173,Q1792962
41181,Q1790081
41190,Q1793085
41203,Q1790196
41211,Q1793075
41220,Q1790225
41238,Q42800
41246,Q595373
41254,Q816123
41262,Q596318
41270,Q1756538
41289,Q1790130
41297,Q1756010
41300,Q1790473
41319,Q1756857
41327,Q953379
41335,Q737644
41343,Q1780206
41351,Q950047
41360,Q1789616
41378,Q1792282
41386,Q1789595
41394,Q1791946
41408,Q1789626
41416,Q22062767
41424,Q1789501
41432,Q1756950
41440,Q1789425
41459,Q1756928
41467,Q1752740
41475,Q891713
41483,Q1770708
41491,Q1791774
41505,Q970778
41513,Q1793211
41521,Q732719
41530,Q1754959
41548,Q1754673
41556,Q891733
41564,Q1788630
41572,Q784417
41580,Q1788615
41599,Q1805732
41602,Q1787226
41610,Q22062759
41629,Q666247
41637,Q1792291
41645,Q1780266
41653,Q1792820
41661,Q118945
41670,Q1756413
41688,Q1756210
41696,Q1749817
41700,Q1793027
41718,Q22062752
41726,Q1779991
41734,Q668048
41742,Q1791871
41750,Q252608
41769,Q1793226
41777,Q1749826
41785,Q1756530
41793,Q1751212
41807,Q1792812
41815,Q1792008
41823,Q22062707
41831,Q1756275
41840,Q771327
41858,Q1792148
41866,Q1756871
41874,Q1792028
41882,Q1755991
41890,Q22062741
41904,Q1792069
41912,Q1792770
41920,Q780786
41939,Q1756102
41947,Q1756378
41955,Q22062738
41963,Q650484
41971,Q1792016
41980,Q1791954
41998,Q1755373
42005,Q1792791
42013,Q1791846
42021,Q22062605
42030,Q1756147
42048,Q985964
42056,Q22062733
42064,Q1790769
42072,Q1756303
42080,Q1791158
42099,Q1754774
42102,Q1756252
42110,Q1756818
42129,Q1756943
42137,Q1754942
42145,Q1805781
42153,Q22062728
42161,Q2007679
42170,Q1780173
42188,Q924739
42196,Q22062719
42200,Q1791078
42218,Q1756064
42226,Q1791308
42234,Q595804
42242,Q1790732
42250,Q581679
42269,Q931874
42277,Q744740
42285,Q1756319
42293,Q585412
42307,Q762593
42315,Q1791960
42323,Q1791503
42331,Q610966
42340,Q1787237
42358,Q22062710
42366,Q1787309
42374,Q1756972
42382,Q683882
42390,Q1906206
42404,Q588111
42412,Q742409
42420,Q1787155
42439,Q1792798
42447,Q1787713
42455,Q1756225
42463,Q1787170
42471,Q1791736
42480,Q1787599
42498,Q1792057
42501,Q1787279
42510,Q1791729
42528,Q1788238
42536,Q1791743
42544,Q1755586
42552,Q1257195
42560,Q1754736
42579,Q1756268
42587,Q1788440
42595,Q584168
42617,Q1791921
42633,Q1792927
42650,Q1793063
42676,Q905175
42692,Q1756831
42714,Q1791938
42730,Q1650857
42757,Q1791995
42773,Q1793236
42790,Q1792041
42811,Q1756231
42838,Q22062685
42854,Q1792297
42870,Q1756452
42897,Q988774
42919,Q1756048
42935,Q1756420
42951,Q741443
42978,Q1074537
42994,Q1792827
43010,Q1793175
43036,Q1756293
43052,Q1749746
43079,Q567987
43095,Q829417
43117,Q1791928
43133,Q650650
43150,Q1792154
43176,Q1805747
43192,Q1750610
43214,Q1757078
43230,Q685517
43257,Q985574
43273,Q747994
43290,Q1791860
43311,Q22062655
43338,Q22062654
43354,Q1780178
43370,Q1756070
43397,Q1793138
43419,Q659342
43435,Q478514
43451,Q745089
43478,Q636229
43494,Q1792783
43516,Q1793134
43532,Q1756600
43559,Q1792841
43575,Q1791942
43591,Q275654
43613,Q1792271
43630,Q22062637
43656,Q570312
43672,Q1792851
43699,Q1805751
43710,Q271333
43737,Q1792777
43753,Q1779901
43770,Q1792063
43796,Q1792968
43818,Q22062630
43834,Q631277
43850,Q22062628
43877,Q80004
43893,Q1756364
43915,Q1791759
43931,Q1756842
43958,Q1756093
43974,Q1792781
43990,Q1791989
44016,Q1792861
44032,Q1793151
44059,Q1756196
44075,Q1793189
44091,Q1796446
44113,Q640266
44130,Q1791569
44156,Q1756446
44172,Q1749748
44199,Q1791966
44210,Q1780238
44237,Q1792047
44253,Q1792077
44270,Q1791901
44296,Q1756796
44318,Q34028
44334,Q2296402
44350,Q1757121
44377,Q1793145
44393,Q1792807
44415,Q1791982
44431,Q1791876
44458,Q926606
44474,Q1756059
44490,Q1755986
44512,Q1791176
44539,Q1756586
44555,Q1790610
44571,Q1756805
44598,Q1790636
44610,Q1790727
44636,Q1757114
44652,Q1791405
44679,Q1756593
44695,Q1790742
44717,Q939717
44733,Q1791189
44750,Q1756184
44776,Q1790677
44792,Q1757071
44814,Q1791724
44830,Q1790572
44857,Q22062572
44873,Q727483
44890,Q1790777
44911,Q1790684
44938,Q942731
44954,Q1790757
44970,Q1790798
44997,Q1790705
45012,Q2008030
45039,Q22062565
45055,Q1791395
45071,Q1790814
45098,Q1787350
45110,Q1758460
45136,Q1756309
45152,Q1791271
45179,Q1791559
45195,Q1791646
45217,Q1791720
45233,Q2007816
45250,Q1790792
45276,Q1791141
45292,Q1756240
45314,Q1790761
45330,Q936907
45357,Q1757083
45373,Q1790695
45390,Q999288
45411,Q1790819
45438,Q1757125
45454,Q1805355
45470,Q1970369
45497,Q745774
45519,Q22066972
45535,Q462218
45551,Q1754641
45578,Q1791244
45594,Q1756864
45616,Q1791322
45632,Q2008016
45659,Q1790645
45675,Q1998473
45691,Q1791579
45713,Q1790555
45730,Q1791417
45756,Q1791163
45772,Q1791357
45799,Q1790795
45810,Q1791508
45837,Q2007752
45853,Q1790564
45870,Q1755880
45896,Q1756458
45918,Q1790622
45934,Q1791289
45950,Q1751207
45977,Q642595
45993,Q375692
46019,Q22062513
46035,Q1791133
46051,Q1755996
46078,Q1790715
46094,Q1791254
46116,Q1755870
46132,Q22062505
46159,Q1790591
46175,Q1791428
46191,Q1755861
46213,Q1756373
46230,Q782347
46256,Q318314
46272,Q1791349
46299,Q921958
46310,Q1790584
46337,Q1638413
46353,Q1790752
46370,Q527003
46396,Q1756848
46418,Q1790600
46434,Q1791168
46450,Q1756190
46477,Q985585
46493,Q1756622
46515,Q510938
46531,Q1754657
46558,Q950561
46574,Q1791149
46590,Q1772699
46612,Q585119
46639,Q1791526
46655,Q1790804
46671,Q1791208
46698,Q509584
46710,Q22062477
46736,Q985977
46752,Q628877
46779,Q1791590
46795,Q934924
46817,Q616539
46833,Q1756328
46850,Q1791057
46876,Q1780277
46892,Q1989895
46914,Q1749813
46930,Q1791600
46957,Q1779955
46973,Q1804332
46990,Q1790785
47015,Q1791340
47031,Q22062457
47058,Q1755923
47074,Q588890
47090,Q1756002
47112,Q958515
47139,Q1757089
47155,Q580753
47171,Q1791440
47198,Q1756235
47210,Q1791300
47236,Q985508
47252,Q675677
47279,Q1756837
47295,Q1754836
47317,Q22062438
47333,Q193019
47350,Q1790506
47376,Q1790502
47392,Q430128
47414,Q1790657
47430,Q1749899
47457,Q22062428
47473,Q1790717
47490,Q1791516
47511,Q178667
47538,Q641281
47554,Q1780214
47570,Q1790497
47597,Q979042
47619,Q1790489
47635,Q1638425
47651,Q1754743
47678,Q1805359
47694,Q22062417
47716,Q1754844
47732,Q953848
47759,Q1779998
47775,Q1755726
47791,Q1780021
47813,Q595287
47830,Q1755703
47856,Q283581
47872,Q935191
47899,Q1789756
47910,Q2008042
47937,Q1754703
47953,Q1754689
47970,Q1790481
47996,Q984567
48011,Q1790216
48038,Q1789764
48054,Q1754892
48070,Q686891
48097,Q522303
48119,Q338191
48135,Q631022
48151,Q1764539
48178,Q1790074
48194,Q1790065
48216,Q1755730
48232,Q1761228
48259,Q1755734
48275,Q22062380
48291,Q1790353
48313,Q376377
48330,Q1022432
48356,Q1755693
48372,Q1790055
48399,Q1790146
48410,Q1805342
48437,Q1790116
48453,Q1804868
48470,Q1789780
48496,Q1754880
48518,Q642341
48534,Q1790238
48550,Q1789748
48577,Q1790247
48593,Q1790449
48615,Q19949207
48631,Q1789740
48658,Q651906
48674,Q1755752
48690,Q1790181
48712,Q1754851
48739,Q1790330
48755,Q1790436
48771,Q1637446
48798,Q945723
48810,Q1790124
48836,Q608559
48852,Q83011
48879,Q749384
48895,Q2007785
48917,Q583832
48933,Q1789722
48950,Q1642662
48976,Q1790165
48992,Q1754716
49018,Q1790260
49034,Q1790206
49050,Q1755515
49077,Q2077934
49093,Q1789744
49115,Q1754812
49131,Q1790303
49158,Q1755759
49174,Q22062326
49190,Q775319
49212,Q188905
49239,Q1755536
49255,Q1755581
49271,Q1789613
49298,Q1791617
49310,Q772793
49336,Q2007701
49352,Q1756110
49379,Q1789565
49395,Q1755739
49417,Q1749821
49433,Q283682
49450,Q522717
49476,Q947240
49492,Q429351
49514,Q1638378
49530,Q1790325
49557,Q1791701
49573,Q985579
49590,Q984571
49611,Q960694
49638,Q1789573
49654,Q571111
49670,Q1789599
49697,Q1791666
49719,Q584598
49735,Q1650924
49751,Q1754928
49778,Q1754822
49794,Q1754934
49816,Q612995
49832,Q1754720
49859,Q1638732
49875,Q1608543
49891,Q1789537
49913,Q1813066
49930,Q948637
49956,Q1749830
49972,Q1789707
49999,Q629223
50016,Q1790460
50032,Q1789621
50059,Q1790344
50075,Q1789608
50091,Q1635025
50113,Q1802239
50130,Q1789546
50156,Q1789518
50172,Q1789559
50199,Q1755816
50210,Q1790309
50237,Q1756358
50253,Q1789588
50270,Q749248
50296,Q1755744
50318,Q1755797
50334,Q1754967
50350,Q817216
50377,Q1789697
50393,Q1789633
50415,Q999139
50431,Q1789713
50458,Q1789579
50474,Q1755522
50490,Q949798
50512,Q1789528
50539,Q1779977
50555,Q22066969
50571,Q1789690
50598,Q1755576
50610,Q1804762
50636,Q948550
50652,Q1789682
50679,Q1750034
50695,Q443518
50717,Q1755006
50733,Q629087
50750,Q1790319
50776,Q1780289
50792,Q920002
50814,Q614267
50830,Q1789305
50857,Q986252
50873,Q1754957
50890,Q1754708
50911,Q737689
50938,Q1754727
50954,Q732563
50970,Q1789345
50997,Q1780194
51012,Q1755699
51039,Q1789479
51055,Q1780188
51071,Q1789460
51098,Q22065225
51110,Q1789409
51136,Q22065223
51152,Q22065221
51179,Q1789450
51195,Q1789441
51217,Q1789434
51233,Q304119
51250,Q748047
51276,Q1789399
51292,Q1789418
51314,Q1755566
51330,Q1451808
51357,Q1755810
51373,Q22065210
51390,Q22065209
51411,Q1755556
51438,Q22065207
51454,Q1754948
51470,Q1124627
51497,Q1789393
51519,Q1755784
51535,Q1789496
51551,Q942235
51578,Q1789137
51594,Q1789237
51616,Q1749736
51632,Q385048
51659,Q22065194
51675,Q1789181
51691,Q1789173
51713,Q1789205
51730,Q1755777
51756,Q678998
51772,Q675814
51799,Q1755714
51810,Q1789163
51837,Q1755160
51853,Q1789193
51870,Q1789091
51896,Q375274
51918,Q1650861
51934,Q1789257
51950,Q22065178
51977,Q986277
51993,Q522097
52019,Q1789248
52035,Q1788666
52051,Q1772714
52078,Q956065
52094,Q1789213
52116,Q1754904
52132,Q1754760
52159,Q1755164
52175,Q1788539
52191,Q635947
52213,Q22066968
52230,Q2382290
52256,Q643392
52272,Q1788549
52299,Q1788508
52310,Q1754651
52337,Q959440
52353,Q1788460
52370,Q1788395
52396,Q952405
52418,Q1788283
52434,Q1787319
52450,Q1787264
52477,Q1787105
52493,Q740965
52515,Q733528
52531,Q22065096
52558,Q22065095
52574,Q919616
52590,Q1787414
52612,Q1755771
52639,Q1788432
52655,Q22065088
52671,Q1787250
52698,Q1788487
52710,Q1760621
52736,Q985496
52752,Q1755544
52779,Q1788043
52795,Q979308
52817,Q1787699
52833,Q539353
52850,Q1755169
52876,Q954848
52892,Q1788027
52914,Q1787492
52930,Q1755708
52957,Q1787288
52973,Q1787301
52990,Q1787130
53015,Q1788424
53031,Q1638397
53058,Q1770722
53074,Q1789154
53090,Q1789104
53112,Q1789116
53139,Q1789127
53155,Q921202
53171,Q1788519
53198,Q1788595
53210,Q1788604
53236,Q1788643
53252,Q1788651
53279,Q1789225
53295,Q432447
53317,Q1754911
53333,Q543282
53350,Q1788636
53376,Q593028
53392,Q1788624
53414,Q919904
53430,Q841226
53457,Q1788659
53473,Q1788562
53490,Q1788499
53511,Q767863
53538,Q1788529
53554,Q1788572
53570,Q608059
53597,Q1787178
53619,Q22065032
53635,Q22081071
53651,Q1787098
53678,Q737667
53694,Q616133
53716,Q1637552
53732,Q737237
53759,Q1003423
53775,Q516274
53791,Q22065025
53813,Q22065023
53830,Q2007466
53856,Q1439211
53872,Q1749754
53899,Q1788450
53910,Q1787184
53937,Q22065016
53953,Q1788481
53970,Q922944
53996,Q952767
54011,Q381733
54038,Q194328
54054,Q1754681
54070,Q1780258
54097,Q1787686
54119,Q1787582
54135,Q983524
54151,Q1787088
54178,Q1787139
54194,Q1754786
54216,Q658813
54232,Q22064998
54259,Q1012546
54275,Q1780182
54291,Q1788420
54313,Q1790428
54330,Q744690
54356,Q1787215
54372,Q1787121
54399,Q1787203
54410,Q1754796
54437,Q1778624
54453,Q1756039
55000,Q1806336
55018,Q2012238
55026,Q384939
55034,Q1805419
55042,Q1805007
55050,Q3910285
55069,Q2289863
56006,Q1806625
56014,Q1793672
56022,Q652959
56030,Q1807909
56049,Q1807920
56057,Q596538
56065,Q973430
56073,Q2019024
56081,Q505266
56090,Q2021210
56103,Q1806664
56111,Q1794219
56120,Q1806661
56138,Q648890
56146,Q1982959
56154,Q804041
56162,Q1806620
56170,Q1794183
56189,Q1806732
56197,Q2089691
56200,Q1806678
56219,Q1807022
56227,Q1806653
56235,Q1439193
56251,Q841222
56278,Q1794952
56294,Q933380
56308,Q1985082
56316,Q1998957
56332,Q1795227
56359,Q1807012
56375,Q616475
56391,Q993623
56413,Q1794439
56430,Q593133
56456,Q1807792
56472,Q267439
56499,Q1807804
56502,Q1807726
56510,Q595222
56537,Q1793795
56553,Q1806710
56570,Q1806714
56596,Q1793709
56618,Q1806739
56626,Q1982819
56634,Q1755402
56650,Q1806721
56677,Q1795062
56693,Q2013818
56715,Q339532
56731,Q1797483
56758,Q739272
56774,Q734635
56790,Q505326
56812,Q2018987
56839,Q1806645
56855,Q2021405
56871,Q1994852
56898,Q678885
56910,Q2039418
56936,Q1798735
56952,Q1806727
56979,Q1763574
56995,Q927537
57010,Q2020315
57037,Q334197
57053,Q168376
57070,Q1806633
57096,Q1795195
57118,Q1806671
57134,Q668992
57150,Q549543
57916,Q616506
57932,Q616486
57959,Q762224
57975,Q1806745
57991,Q1982827
58009,Q1803183
58017,Q542829
58025,Q1800698
58033,Q1761549
58041,Q737636
58050,Q1750175
58068,Q1807668
58076,Q808797
58084,Q1803142
58092,Q628978
58106,Q1761565
58114,Q1750011
58122,Q1800756
58130,Q735025
58149,Q1787673
58157,Q1983181
58165,Q684387
58173,Q1787650
58181,Q1787636
58190,Q689868
58203,Q1787668
58211,Q1763072
58220,Q1761573
58238,Q1765089
58246,Q1843603
58254,Q1761688
58262,Q1761488
58270,Q601169
58289,Q1787681
58297,Q534937
58300,Q1787642
58319,Q1786966
58327,Q765477
58335,Q193021
58343,Q1802262
58351,Q1787607
58360,Q1787049
58378,Q841244
58386,Q1787503
58394,Q730437
58408,Q680119
58416,Q1804085
58424,Q988677
58432,Q1675245
58440,Q817223
58459,Q519652
58467,Q984780
58475,Q473250
58491,Q841218
58513,Q988680
58530,Q847037
58556,Q1798722
58572,Q1798731
58599,Q1804056
58610,Q2057463
58637,Q983459
58653,Q178725
58670,Q468563
58696,Q188897
58718,Q1802179
58734,Q304947
58750,Q926729
58777,Q189043
58793,Q1015780
58815,Q1802244
58831,Q913390
58858,Q1802187
58874,Q953901
58890,Q1761758
58912,Q2013108
58939,Q1788412
58955,Q1787793
58971,Q83114
58998,Q923201
59013,Q459690
59030,Q581213
59056,Q1803089
59072,Q748985
59099,Q653716
59110,Q927311
59137,Q1787520
59153,Q622836
59170,Q1803189
59196,Q1787655
59218,Q1005931
59234,Q1806430
59250,Q276176
59277,Q1750235
59293,Q1804116
59315,Q955927
59331,Q941236
60011,Q8678
61000,Q1760977
61018,Q1637498
61026,Q544311
61034,Q676044
61042,Q1649959
61050,Q1760037
61069,Q1761747
61077,Q1647805
61085,Q1648366
61093,Q249869
61107,Q1795651
61115,Q249900
61123,Q533932
61131,Q1750166
61140,Q1760344
61158,Q596678
61166,Q1795604
61174,Q305132
61182,Q657923
61190,Q1112482
61204,Q1649828
61212,Q1806762
61220,Q642894
61239,Q1754608
61247,Q1761002
61255,Q1750446
61263,Q765185
61271,Q1749940
61280,Q828319
61298,Q1750195
61301,Q1750257
61310,Q467421
61328,Q1658515
61336,Q376503
61344,Q383979
61352,Q964181
61360,Q1760579
61379,Q930321
61387,Q928234
61395,Q1754575
61409,Q567821
61417,Q1646937
61425,Q526722
