#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq
87246,Q985571
87254,Q1754330
87262,Q1758121
87270,Q22040124
87289,Q1784419
87297,Q1012550
87300,Q1786019
87319,Q1750149
87327,Q936625
87335,Q1784434
87343,Q677252
87351,Q1757409
87360,Q958545
87378,Q1784401
87386,Q1757154
87394,Q1757733
87408,Q550186
87416,Q1786003
87424,Q1757433
87432,Q960563
87440,Q1803155
87459,Q1757239
87467,Q658425
87475,Q1786369
87483,Q1784253
87491,Q1001470
87505,Q224690
87513,Q1754551
87521,Q1785797
87530,Q776428
87548,Q1758315
87556,Q600814
87564,Q2007720
87572,Q941207
87580,Q1758176
87599,Q1757678
87602,Q601869
87610,Q985493
87629,Q1757691
87637,Q1758820
87645,Q1784920
87653,Q1758164
87661,Q1749870
87670,Q983710
87688,Q1784442
87696,Q1758146
87700,Q1750271
87718,Q321331
87726,Q984564
87734,Q983519
87742,Q588156
87750,Q1784411
87769,Q958481
87777,Q1750240
87785,Q1757137
87793,Q653410
87807,Q1750059
87815,Q348206
87823,Q1758141
87831,Q1757405
87840,Q1757583
87858,Q525647
87866,Q347722
87874,Q1749863
87882,Q1750201
87890,Q348237
87904,Q1758932
87912,Q109188
87920,Q1750021
87939,Q590279
87947,Q523701
87955,Q1638441
87963,Q1803162
87971,Q1950470
87980,Q1785809
87998,Q985582
88005,Q1750233
88013,Q40269
88021,Q1784425
88030,Q1784701
88048,Q1754333
88056,Q430313
88064,Q1758912
88072,Q1757456
88080,Q1758328
88099,Q1637478
88102,Q1754351
88110,Q1786499
88129,Q1774423
88137,Q1757460
88145,Q546227
88153,Q869571
88161,Q1757685
88170,Q514256
88188,Q630661
88196,Q785702
88200,Q1750182
88218,Q679055
88226,Q734270
88234,Q984550
88242,Q1786719
88250,Q949556
88269,Q921983
88277,Q946941
88285,Q1784225
88293,Q985566
88307,Q1758892
88315,Q266960
88323,Q1758745
88331,Q519083
88340,Q973169
88358,Q1110228
88366,Q1758834
88374,Q194357
88382,Q1757446
88390,Q781510
88404,Q940700
88412,Q740833
88420,Q1786627
88439,Q1749815
88447,Q1750082
88455,Q917693
88463,Q1749957
88471,Q995326
88480,Q1754325
88498,Q984562
88501,Q1749856
88510,Q996716
88528,Q1784929
88536,Q824031
88544,Q985572
88552,Q984547
88560,Q348265
88579,Q1784305
88587,Q984569
88595,Q347700
88609,Q1774466
88617,Q988779
88625,Q654843
88633,Q385327
88641,Q1785871
88650,Q1750146
88668,Q594012
88676,Q22035149
88684,Q1758800
88692,Q929890
88706,Q601766
88714,Q1639741
88722,Q1758828
88730,Q1749857
88749,Q1785542
88757,Q1786428
88765,Q533379
88773,Q688275
88781,Q1758738
88790,Q326349
88803,Q985495
88811,Q647406
88820,Q985567
88838,Q671925
88846,Q665968
88854,Q1803249
88862,Q626331
88870,Q2008008
88889,Q1758907
88897,Q1758286
88900,Q672721
88919,Q2007743
88927,Q1648530
88935,Q1750236
88943,Q1750179
88951,Q1757144
88978,Q1803245
88986,Q913259
88994,Q983717
89001,Q957758
89010,Q942122
89028,Q510698
89036,Q430538
89044,Q2007792
89052,Q1784912
89060,Q1803204
89079,Q1785790
89087,Q347692
89095,Q1757416
89109,Q645413
89117,Q2077786
89125,Q765830
89133,Q523277
89141,Q1803147
89150,Q958607
89168,Q1785829
89176,Q2008068
89184,Q1803215
89192,Q1785706
89206,Q2007550
89214,Q2045002
89222,Q1803240
89230,Q1749888
89247,Q2007657
89249,Q1785875
89257,Q1785886
89265,Q194286
89273,Q967715
89281,Q1785881
89290,Q1646949
89303,Q1785815
89311,Q1784447
89320,Q2007711
89338,Q952674
89346,Q2007799
89354,Q187160
89362,Q2007765
89370,Q984552
89389,Q596343
89397,Q1786482
89400,Q1802196
89419,Q728608
89435,Q606083
89443,Q730999
89451,Q1785493
89460,Q944254
89478,Q1756630
89486,Q1802212
89494,Q1784901
89508,Q617526
89516,Q622823
89524,Q961485
89532,Q941580
89540,Q10349880
89559,Q983517
89567,Q1785825
89575,Q1802230
89591,Q1101945
89613,Q772750
89630,Q732905
89656,Q1758321
89672,Q1750076
89699,Q1185250
89710,Q1803256
89737,Q1749867
89753,Q194389
89770,Q1757465
89788,Q2065396
89796,Q1805608
89800,Q2066057
89818,Q773466
89826,Q2012034
89834,Q1805618
89843,Q1966520
89850,Q180192
89877,Q433574
89893,Q1806505
89915,Q2012195
89931,Q2012409
89958,Q2099595
89960,Q2012042
89974,Q2012470
89990,Q2011952
90018,Q507567
90026,Q252242
90034,Q1796727
90042,Q612610
90050,Q22067364
90069,Q729434
90077,Q443458
90085,Q1805653
90093,Q676719
90107,Q1805671
90115,Q453479
90123,Q962134
90131,Q10854988
90140,Q1805433
90158,Q1806340
90166,Q665638
90174,Q22067430
90182,Q738627
90190,Q22067429
90204,Q2012397
90212,Q1792157
90220,Q1806591
90239,Q1806527
90247,Q1792165
90255,Q1806305
90263,Q2103560
90271,Q1805412
90280,Q1805601
90298,Q2012476
90301,Q1871942
90310,Q1806364
90328,Q2012245
90336,Q1805676
90344,Q1806584
90352,Q577720
90360,Q960834
90379,Q1805582
90387,Q515107
90395,Q1796657
90409,Q1805550
90417,Q1148023
90425,Q2013031
90433,Q768535
90441,Q1806514
90450,Q1805829
90468,Q1806329
90476,Q986526
90484,Q1793164
90492,Q1797146
90506,Q1891475
90514,Q168929
90522,Q2065373
90530,Q2289933
90549,Q749396
90557,Q279492
90565,Q678587
90573,Q1806605
90581,Q1869664
90590,Q986247
90603,Q2012618
90611,Q2012367
90620,Q2012202
90638,Q271215
90646,Q263731
90654,Q1793013
90662,Q1805821
90670,Q170762
90689,Q2011944
90697,Q1259020
90700,Q1805578
90719,Q528293
90727,Q1805417
90735,Q651874
90743,Q1805540
90751,Q597397
90760,Q1806323
90778,Q548635
90786,Q930196
90794,Q1806358
90808,Q2095122
90816,Q1793002
90824,Q1805569
90832,Q2011948
90840,Q1805536
90859,Q431778
90867,Q744302
90875,Q1805505
90883,Q1806494
90891,Q1805496
90905,Q2012959
90913,Q2020525
90921,Q2065364
90930,Q2011871
90948,Q2107875
90956,Q1805634
90964,Q2012379
90972,Q1805001
90980,Q2012489
90999,Q927504
91006,Q2089624
91014,Q971568
91022,Q2081565
91030,Q1798712
91049,Q2065385
91057,Q1805614
91073,Q1792127
91081,Q2089652
91090,Q732088
91103,Q2089697
91111,Q519471
91138,Q1793018
91154,Q1805437
91170,Q1805596
91197,Q1805662
91219,Q2107985
91235,Q746291
91251,Q925758
91278,Q1804993
91294,Q166445
91316,Q928094
91332,Q1805547
91359,Q928704
91375,Q1792999
91391,Q1920318
91413,Q691658
91430,Q1793219
91456,Q2167306
91472,Q1805638
91499,Q2012023
91510,Q983714
91537,Q2012402
91553,Q962587
91570,Q1792185
91596,Q22067369
91618,Q2081481
91634,Q1805562
91650,Q22067368
91677,Q983884
91693,Q1793031
91715,Q22067428
91731,Q2019293
91758,Q1805488
91774,Q2012414
91782,Q1805278
91790,Q2289881
91804,Q777024
91812,Q1857809
91820,Q991137
91839,Q1835499
91847,Q522494
91855,Q1806373
91863,Q1806537
91880,Q2022558
91898,Q1805629
91901,Q1793009
91910,Q1988205
91936,Q519706
91952,Q1806546
91979,Q2065041
91995,Q1805405
92002,Q2011573
92010,Q304716
92029,Q892385
92037,Q249765
92045,Q1801703
92053,Q955680
92061,Q928117
92070,Q22060165
92088,Q1801760
92096,Q988880
92100,Q857569
92118,Q22060523
92126,Q1003417
92134,Q22060164
92142,Q746335
92150,Q1795219
92169,Q1806964
92177,Q474121
92185,Q649398
92193,Q1948373
92207,Q1793310
92215,Q223422
92223,Q988788
92231,Q545263
92240,Q1801208
92258,Q22067260
92266,Q1003402
92274,Q459711
92282,Q986506
92290,Q22067258
92304,Q1801628
92312,Q626832
92320,Q991105
92339,Q22067256
92347,Q949279
92355,Q625067
92363,Q937082
92371,Q1801734
92398,Q593716
92401,Q1801604
92410,Q625279
92436,Q1783966
92444,Q574738
92452,Q609102
92460,Q939413
92479,Q1801696
92487,Q1801219
92495,Q716209
92509,Q677566
92517,Q776258
92525,Q1801132
92533,Q1801726
92541,Q1801137
92550,Q790382
92568,Q988792
92576,Q1801670
92584,Q1801204
92592,Q1801746
92606,Q1801050
92614,Q805016
92622,Q1794344
92630,Q2155729
92649,Q1805766
92657,Q815101
92665,Q988757
92673,Q16827
92681,Q1801542
92690,Q891725
92703,Q985503
92711,Q903009
92720,Q1806958
92738,Q1801741
92754,Q780494
92762,Q988887
92770,Q779122
92789,Q1806904
92797,Q988807
92800,Q1795167
92819,Q988874
92827,Q285551
92835,Q732966
92851,Q1052080
92860,Q1805800
92878,Q1761543
92886,Q991134
92894,Q120708
92908,Q986282
92916,Q986240
92924,Q935208
92932,Q1806886
92940,Q443489
92959,Q988803
92967,Q656748
92975,Q991108
92983,Q986249
92991,Q1805778
93009,Q1795248
93017,Q35135
93025,Q988896
93033,Q1008326
93041,Q1003447
93050,Q988763
93068,Q1805725
93076,Q2019995
93084,Q1806822
93092,Q986500
93106,Q988876
93114,Q1801758
93122,Q138500
93130,Q1801713
93149,Q1806860
93157,Q985612
93165,Q928499
93173,Q985975
93181,Q2077824
93190,Q985606
93203,Q1805688
93211,Q672837
93220,Q986264
93238,Q1798698
93246,Q1008332
93254,Q1012541
93262,Q1805679
93270,Q1003462
93289,Q1025753
93297,Q177030
93300,Q983480
93319,Q934443
93327,Q986754
93335,Q986238
93343,Q249830
93351,Q1806869
93360,Q304652
93378,Q986286
93386,Q1793274
93394,Q1008292
93408,Q1806828
93416,Q1801150
93424,Q988893
93432,Q1004912
93440,Q1805741
93459,Q967767
93475,Q1800970
93483,Q726966
93491,Q1794351
93505,Q989519
93513,Q940568
93530,Q986512
93548,Q609451
93556,Q690299
93564,Q301331
93572,Q991093
93580,Q989794
93599,Q1806815
93602,Q2099571
93610,Q1003392
93637,Q1805729
93653,Q1801246
93670,Q985611
93696,Q1003443
93718,Q988771
93734,Q83189
93750,Q281011
93777,Q427697
93793,Q1797061
93815,Q986256
93831,Q767830
93858,Q1784265
93874,Q986254
93890,Q988811
93912,Q1793821
93939,Q1806877
93955,Q986245
93971,Q985981
93998,Q675142
94013,Q985190
94030,Q527149
94056,Q535056
94072,Q986266
94099,Q1801108
94110,Q1008317
94137,Q1806982
94153,Q988783
94170,Q770338
94196,Q1806805
94218,Q991089
94234,Q986279
94250,Q193350
94277,Q986497
94293,Q1793406
94315,Q1022458
94331,Q963195
94358,Q985968
94374,Q301383
94390,Q1008360
94439,Q383756
94455,Q956017
94471,Q988890
94498,Q1805683
94510,Q1806816
94536,Q1806945
94552,Q1003452
94579,Q1793262
94595,Q1795244
94617,Q993530
94633,Q1800924
94650,Q986258
94676,Q650174
94692,Q1801517
94714,Q1003396
94730,Q1025767
94757,Q1003407
94773,Q1003419
94790,Q1806898
94811,Q1801567
94838,Q2289927
94854,Q988756
94870,Q986284
94897,Q1794378
94919,Q1806847
94935,Q1004916
94951,Q1003412
94978,Q1004221
94994,Q1801572
95010,Q985970
95036,Q519154
95052,Q917314
95079,Q1000437
95095,Q1003435
95117,Q985972
95133,Q523566
95150,Q1793286
95176,Q1004891
95192,Q978148
95214,Q1801570
95230,Q913766
95257,Q1801535
95273,Q654261
95290,Q1801662
95311,Q991127
95338,Q1801197
95354,Q1805760
95370,Q1800896
95397,Q985960
95419,Q1025769
95435,Q988797
95451,Q987688
95478,Q1800961
95494,Q509804
95516,Q1800881
95532,Q1801637
95559,Q1806864
95575,Q1798727
95591,Q1784315
95613,Q2021419
95630,Q986268
95656,Q258992
95672,Q1805819
95699,Q1786619
95710,Q942064
95737,Q1793260
95753,Q922031
95770,Q991113
95796,Q988766
95818,Q1795206
95834,Q961144
95850,Q657646
95877,Q1806837
95893,Q1806809
95915,Q1025764
95931,Q775601
95958,Q1004078
95974,Q989515
95990,Q1008345
96016,Q989524
96032,Q1801056
96059,Q681631
96075,Q1805807
96091,Q985489
96113,Q1806986
96130,Q1801080
96156,Q22060005
96172,Q1008236
96199,Q1801598
96210,Q587927
96237,Q991098
96253,Q985583
96270,Q1801179
96296,Q2085534
96318,Q988759
96334,Q22067078
96350,Q22067077
96377,Q1003438
96393,Q2013671
96415,Q22067073
96431,Q635920
96458,Q342682
96474,Q1805694
96490,Q1801038
96512,Q1003468
96539,Q549144
96555,Q1806952
96571,Q940869
96598,Q1801168
96610,Q467478
96636,Q2079727
96652,Q1798710
96679,Q1801233
96695,Q625267
96717,Q642448
96733,Q1008207
96750,Q1793418
96776,Q986751
96792,Q1801199
96814,Q1794347
96830,Q2196935
96857,Q1801708
96873,Q2365292
96890,Q2077884
96911,Q986273
96938,Q249738
96954,Q1802116
96970,Q1802077
96997,Q1801737
97012,Q2844
98019,Q966840
98035,Q1024894
98051,Q1805588
98078,Q1805021
98094,Q1805031
98116,Q1806509
98132,Q1794989
98159,Q1805286
98175,Q2082853
98191,Q1806599
98213,Q985568
98230,Q1648506
98256,Q983702
98272,Q961448
98299,Q194507
98310,Q1880608
98337,Q1847425
98353,Q1761947
98370,Q1102558
98396,Q1807976
98418,Q655097
98434,Q1793560
98450,Q1793440
98477,Q22060342
98493,Q517607
98515,Q1793355
98531,Q1808458
98558,Q778286
98574,Q1939222
98590,Q1806310
98612,Q1805426
98639,Q1792161
98655,Q955067
98671,Q1793037
98698,Q2012214
98710,Q2012355
98736,Q2103607
98752,Q1805557
98779,Q2011959
98795,Q1806349
98817,Q933251
98833,Q1805645
98850,Q1805622
98876,Q2012385
98892,Q2012361
98914,Q938084
98930,Q2012374
98957,Q2012207
98973,Q2007965
98990,Q22067275
99015,Q1221976
99031,Q2013037
99058,Q2012390
99074,Q781642
