#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:716:3:102101,102101,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102101,01,ZW102101,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102102,102102,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102102,02,ZW102102,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102103,102103,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102103,03,ZW102103,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102104,102104,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102104,04,ZW102104,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102105,102105,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102105,05,ZW102105,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102106,102106,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102106,06,ZW102106,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102107,102107,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102107,07,ZW102107,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102108,102108,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102108,08,ZW102108,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102109,102109,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102109,09,ZW102109,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102110,102110,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102110,10,ZW102110,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102111,102111,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102111,11,ZW102111,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102112,102112,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102112,12,ZW102112,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102113,102113,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102113,13,ZW102113,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102114,102114,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102114,14,ZW102114,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102115,102115,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102115,15,ZW102115,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102116,102116,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102116,16,ZW102116,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102117,102117,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102117,17,ZW102117,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102118,102118,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102118,18,ZW102118,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102119,102119,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102119,19,ZW102119,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102120,102120,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102120,20,ZW102120,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102121,102121,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102121,21,ZW102121,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102122,102122,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102122,22,ZW102122,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102123,102123,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102123,23,ZW102123,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102124,102124,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102124,24,ZW102124,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102125,102125,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102125,25,ZW102125,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102126,102126,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102126,26,ZW102126,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102127,102127,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102127,27,ZW102127,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102128,102128,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102128,28,ZW102128,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:102129,102129,1603:45:16:716:0,1603:45:16:716:1:10,1603:45:16:716:2:1021,1603:45:16:716:3:102129,29,ZW102129,,,,Bulawayo,ZW1021,Bulawayo,ZW10,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110101,110101,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110101,01,ZW110101,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110102,110102,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110102,02,ZW110102,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110103,110103,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110103,03,ZW110103,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110104,110104,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110104,04,ZW110104,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110105,110105,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110105,05,ZW110105,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110106,110106,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110106,06,ZW110106,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110107,110107,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110107,07,ZW110107,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110108,110108,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110108,08,ZW110108,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110109,110109,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110109,09,ZW110109,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110110,110110,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110110,10,ZW110110,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110111,110111,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110111,11,ZW110111,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110112,110112,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110112,12,ZW110112,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110113,110113,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110113,13,ZW110113,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110114,110114,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110114,14,ZW110114,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110115,110115,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110115,15,ZW110115,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110116,110116,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110116,16,ZW110116,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110117,110117,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110117,17,ZW110117,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110118,110118,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110118,18,ZW110118,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110119,110119,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110119,19,ZW110119,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110120,110120,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110120,20,ZW110120,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110121,110121,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110121,21,ZW110121,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110122,110122,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110122,22,ZW110122,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110123,110123,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110123,23,ZW110123,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110124,110124,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110124,24,ZW110124,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110125,110125,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110125,25,ZW110125,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110126,110126,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110126,26,ZW110126,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110127,110127,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110127,27,ZW110127,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110128,110128,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110128,28,ZW110128,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110129,110129,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110129,29,ZW110129,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110130,110130,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110130,30,ZW110130,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110131,110131,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110131,31,ZW110131,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110132,110132,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110132,32,ZW110132,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110133,110133,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1101,1603:45:16:716:3:110133,33,ZW110133,,,,Buhera,ZW1101,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110201,110201,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110201,01,ZW110201,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110202,110202,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110202,02,ZW110202,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110203,110203,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110203,03,ZW110203,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110204,110204,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110204,04,ZW110204,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110205,110205,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110205,05,ZW110205,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110206,110206,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110206,06,ZW110206,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110207,110207,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110207,07,ZW110207,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110208,110208,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110208,08,ZW110208,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110209,110209,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110209,09,ZW110209,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110210,110210,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110210,10,ZW110210,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110211,110211,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110211,11,ZW110211,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110212,110212,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110212,12,ZW110212,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110213,110213,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110213,13,ZW110213,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110214,110214,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110214,14,ZW110214,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110215,110215,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110215,15,ZW110215,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110216,110216,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110216,16,ZW110216,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110217,110217,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110217,17,ZW110217,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110218,110218,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110218,18,ZW110218,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110219,110219,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110219,19,ZW110219,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110220,110220,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110220,20,ZW110220,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110221,110221,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110221,21,ZW110221,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110222,110222,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110222,22,ZW110222,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110223,110223,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1102,1603:45:16:716:3:110223,23,ZW110223,,,,Chimanimani,ZW1102,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110301,110301,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110301,01,ZW110301,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110302,110302,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110302,02,ZW110302,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110303,110303,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110303,03,ZW110303,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110304,110304,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110304,04,ZW110304,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110305,110305,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110305,05,ZW110305,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110306,110306,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110306,06,ZW110306,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110307,110307,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110307,07,ZW110307,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110308,110308,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110308,08,ZW110308,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110309,110309,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110309,09,ZW110309,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110310,110310,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110310,10,ZW110310,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110311,110311,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110311,11,ZW110311,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110312,110312,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110312,12,ZW110312,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110313,110313,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110313,13,ZW110313,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110314,110314,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110314,14,ZW110314,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110315,110315,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110315,15,ZW110315,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110316,110316,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110316,16,ZW110316,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110317,110317,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110317,17,ZW110317,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110318,110318,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110318,18,ZW110318,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
1603:45:16:716:3:110319,110319,1603:45:16:716:0,1603:45:16:716:1:11,1603:45:16:716:2:1103,1603:45:16:716:3:110319,19,ZW110319,,,,Chipinge,ZW1103,Manicaland,ZW11,Zimbabwe,ZW,2018-08-31,2020-11-26,
