qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:466:3:20508,20508,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20508,Sagabala,ML020508,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20509,20509,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20509,Sébécoro I,ML020509,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20510,20510,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20510,Tioribougou,ML020510,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20601,20601,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20601,Dinandougou,ML020601,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20602,20602,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20602,Doumba,ML020602,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20603,20603,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20603,Koula,ML020603,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20604,20604,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20604,Koulikoro,ML020604,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20605,20605,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20605,Méguétan,ML020605,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20606,20606,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20606,Nyamina,ML020606,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20607,20607,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20607,Sirakorola,ML020607,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20608,20608,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20608,Tienfala,ML020608,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20609,20609,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:206,1603:45:16:466:3:20609,Tougouni,ML020609,Koulikoro,ML0206,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20701,20701,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20701,Allahina,ML020701,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20702,20702,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20702,Dabo,ML020702,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20703,20703,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20703,Dilly,ML020703,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20704,20704,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20704,Dogofry,ML020704,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20705,20705,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20705,Fallou,ML020705,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20706,20706,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20706,Guéneibe,ML020706,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20707,20707,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20707,Guiré,ML020707,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20708,20708,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20708,Koronga,ML020708,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20709,20709,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20709,Nara,ML020709,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20710,20710,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20710,Niamana,ML020710,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20711,20711,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:207,1603:45:16:466:3:20711,Ouagadou,ML020711,Nara,ML0207,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30101,30101,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30101,Bladié-Tièmala,ML030101,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30102,30102,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30102,Bougouni,ML030102,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30103,30103,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30103,Danou,ML030103,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30104,30104,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30104,Débélin,ML030104,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30105,30105,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30105,Défina,ML030105,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30106,30106,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30106,Dogo,ML030106,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30107,30107,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30107,Domba,ML030107,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30108,30108,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30108,Farédiélé,ML030108,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30109,30109,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30109,Faragouaran,ML030109,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30110,30110,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30110,Garalo,ML030110,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30111,30111,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30111,Kéléya,ML030111,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30112,30112,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30112,Kolélé,ML030112,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30113,30113,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30113,Kola,ML030113,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30114,30114,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30114,Koumantou,ML030114,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30115,30115,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30115,Kouroulamini,ML030115,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30116,30116,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30116,Méridiéla,ML030116,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30117,30117,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30117,Ouroun,ML030117,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30118,30118,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30118,Sanso,ML030118,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30119,30119,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30119,Sibirila,ML030119,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30120,30120,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30120,Sido,ML030120,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30121,30121,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30121,Syen Toula,ML030121,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30122,30122,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30122,Tiémala Banimonitié,ML030122,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30123,30123,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30123,Wola,ML030123,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30124,30124,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30124,Yinindougou,ML030124,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30125,30125,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30125,Yiridougou,ML030125,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30126,30126,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:301,1603:45:16:466:3:30126,Zantiébougou,ML030126,Bougouni,ML0301,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30201,30201,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30201,Diou,ML030201,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30202,30202,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30202,Dioumaténé,ML030202,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30203,30203,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30203,Fourou,ML030203,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30204,30204,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30204,Kadiolo,ML030204,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30205,30205,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30205,Kai,ML030205,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30206,30206,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30206,Loulouni,ML030206,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30207,30207,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30207,Misséni,ML030207,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30208,30208,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30208,Nimbougou,ML030208,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30209,30209,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:302,1603:45:16:466:3:30209,Zégoua,ML030209,Kadiolo,ML0302,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30301,30301,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30301,Bougoula,ML030301,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30302,30302,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30302,Fakola,ML030302,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30303,30303,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30303,Farako,ML030303,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30304,30304,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30304,Kadiana,ML030304,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30305,30305,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30305,Kébila,ML030305,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30306,30306,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30306,Kolondiéba,ML030306,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30307,30307,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30307,Kolosso,ML030307,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30308,30308,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30308,Ména,ML030308,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30309,30309,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30309,Nangalasso,ML030309,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30310,30310,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30310,N'golodiana,ML030310,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30311,30311,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30311,Tiongui,ML030311,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30312,30312,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:303,1603:45:16:466:3:30312,Tousseguela,ML030312,Kolondieba,ML0303,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30401,30401,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30401,Diédougou,ML030401,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30402,30402,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30402,Diouradougou Kafo,ML030402,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30403,30403,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30403,Fagui,ML030403,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30404,30404,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30404,Fakolo,ML030404,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30405,30405,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30405,Gouadié Sougouna,ML030405,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30406,30406,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30406,Gouadji Kao,ML030406,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30407,30407,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30407,Kafo Faboli,ML030407,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30408,30408,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30408,Kapala,ML030408,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30409,30409,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30409,Karagouana Mallé,ML030409,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30410,30410,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30410,Kolonigué,ML030410,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30411,30411,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30411,Konina,ML030411,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30412,30412,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30412,Koningué,ML030412,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30413,30413,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30413,Konséguéla,ML030413,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30414,30414,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30414,Koromo,ML030414,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30415,30415,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30415,Kouniana,ML030415,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30416,30416,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30416,Koutiala,ML030416,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30417,30417,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30417,Logouana,ML030417,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30418,30418,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30418,Miena,ML030418,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30419,30419,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30419,M'pessoba,ML030419,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30420,30420,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30420,Nafanga,ML030420,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30421,30421,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30421,Nampé,ML030421,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30422,30422,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30422,N'golonianasso,ML030422,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30423,30423,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30423,N'goutjina,ML030423,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30424,30424,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30424,Niantaga,ML030424,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30425,30425,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30425,N'tossoni,ML030425,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30426,30426,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30426,Sincina,ML030426,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30427,30427,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30427,Sinkolo,ML030427,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30428,30428,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30428,Songo Doubacoro,ML030428,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30429,30429,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30429,Songoua,ML030429,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30430,30430,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30430,Sorobasso,ML030430,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30431,30431,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30431,Tao,ML030431,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30432,30432,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30432,Yognogo,ML030432,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30433,30433,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30433,Zanfigué,ML030433,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30434,30434,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30434,Zangasso,ML030434,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30435,30435,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30435,Zanina,ML030435,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30436,30436,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:304,1603:45:16:466:3:30436,Zebala,ML030436,Koutiala,ML0304,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30501,30501,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30501,Benkadi,ML030501,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30502,30502,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30502,Blendio,ML030502,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
