#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:90:3:202080211,202080211,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20208,1603:45:16:90:3:202080211,Gizo,SB0202080211,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202080212,202080212,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20208,1603:45:16:90:3:202080212,South Kolombangara,SB0202080212,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202080226,202080226,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20208,1603:45:16:90:3:202080226,North Kolombangara,SB0202080226,,,,Gizo-Kolombangara,SB020208,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202090213,202090213,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20209,1603:45:16:90:3:202090213,Vonavona,SB0202090213,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202090215,202090215,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20209,1603:45:16:90:3:202090215,Munda,SB0202090215,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202090216,202090216,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20209,1603:45:16:90:3:202090216,Nusa Roviana,SB0202090216,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202090225,202090225,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20209,1603:45:16:90:3:202090225,Noro,SB0202090225,,,,West New Georgia-Vonavona,SB020209,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202100214,202100214,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20210,1603:45:16:90:3:202100214,Kusaghe,SB0202100214,,,,North New Georgia,SB020210,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202100220,202100220,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20210,1603:45:16:90:3:202100220,Kolombaghea,SB0202100220,,,,North New Georgia,SB020210,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202110208,202110208,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20211,1603:45:16:90:3:202110208,Bilua,SB0202110208,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202110217,202110217,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20211,1603:45:16:90:3:202110217,Roviana Lagoon,SB0202110217,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202110218,202110218,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20211,1603:45:16:90:3:202110218,South Rendova,SB0202110218,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202110219,202110219,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20211,1603:45:16:90:3:202110219,North Rendova,SB0202110219,,,,South New Georgia-Rendova,SB020211,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202120221,202120221,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20212,1603:45:16:90:3:202120221,Buini Tusu,SB0202120221,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202120222,202120222,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20212,1603:45:16:90:3:202120222,Nono,SB0202120222,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202120223,202120223,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20212,1603:45:16:90:3:202120223,Nggatokae,SB0202120223,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:202120224,202120224,1603:45:16:90:0,1603:45:16:90:1:2,1603:45:16:90:2:20212,1603:45:16:90:3:202120224,North Vangunu,SB0202120224,,,,Marovo,SB020212,Western,SB02,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130301,303130301,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130301,Kia,SB0303130301,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130302,303130302,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130302,Havulei,SB0303130302,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130313,303130313,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130313,Kolomola,SB0303130313,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130314,303130314,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130314,Kolotubi,SB0303130314,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130315,303130315,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130315,Susubona,SB0303130315,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303130316,303130316,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30313,1603:45:16:90:3:303130316,Samasodu,SB0303130316,,,,Hograno-Kia-Havulei,SB030313,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140303,303140303,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140303,Kokota,SB0303140303,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140304,303140304,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140304,Hovukoilo,SB0303140304,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140305,303140305,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140305,Buala,SB0303140305,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140306,303140306,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140306,Tirotonga,SB0303140306,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140307,303140307,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140307,Koviloko,SB0303140307,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303140308,303140308,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30314,1603:45:16:90:3:303140308,Kmaga,SB0303140308,,,,Marigne-Kokota,SB030314,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303150309,303150309,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30315,1603:45:16:90:3:303150309,Kaloka,SB0303150309,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303150310,303150310,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30315,1603:45:16:90:3:303150310,Tatamba,SB0303150310,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303150311,303150311,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30315,1603:45:16:90:3:303150311,Sigana,SB0303150311,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:303150312,303150312,1603:45:16:90:0,1603:45:16:90:1:3,1603:45:16:90:2:30315,1603:45:16:90:3:303150312,Japuana,SB0303150312,,,,Gao-Bugotu,SB030315,Isabel,SB03,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300401,404300401,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300401,Sandfly-Buenavista,SB0404300401,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300402,404300402,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300402,West Gela,SB0404300402,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300403,404300403,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300403,East Gela,SB0404300403,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300404,404300404,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300404,Tulagi,SB0404300404,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300405,404300405,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300405,South West Gela,SB0404300405,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300406,404300406,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300406,South East Gela,SB0404300406,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300407,404300407,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300407,North East Gela,SB0404300407,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404300408,404300408,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40430,1603:45:16:90:3:404300408,North West Gela,SB0404300408,,,,Nggela,SB040430,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404310409,404310409,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,1603:45:16:90:3:404310409,Mbanika,SB0404310409,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404310410,404310410,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,1603:45:16:90:3:404310410,Pavuvu,SB0404310410,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404310411,404310411,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,1603:45:16:90:3:404310411,Lovukol,SB0404310411,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404310412,404310412,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,1603:45:16:90:3:404310412,North Savo,SB0404310412,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:404310413,404310413,1603:45:16:90:0,1603:45:16:90:1:4,1603:45:16:90:2:40431,1603:45:16:90:3:404310413,South Savo,SB0404310413,,,,Savo-Russull Islands,SB040431,Central,SB04,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320501,505320501,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320501,East Te Nggano,SB0505320501,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320502,505320502,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320502,West Te Nggano,SB0505320502,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320503,505320503,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320503,Lughu,SB0505320503,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320504,505320504,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320504,Kangava,SB0505320504,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320505,505320505,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320505,Tetau Nangoto,SB0505320505,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320506,505320506,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320506,Mugihenua,SB0505320506,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320507,505320507,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320507,Matangi,SB0505320507,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320508,505320508,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320508,East Ghongau,SB0505320508,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320509,505320509,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320509,West Ghongau,SB0505320509,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:505320510,505320510,1603:45:16:90:0,1603:45:16:90:1:5,1603:45:16:90:2:50532,1603:45:16:90:3:505320510,Sa'Aiho,SB0505320510,,,,Rennell-Bellona,SB050532,Rennell-Bell,SB05,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606330601,606330601,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60633,1603:45:16:90:3:606330601,Tandai,SB0606330601,,,,North West Guadalcanl,SB060633,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606330602,606330602,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60633,1603:45:16:90:3:606330602,Saghalu,SB0606330602,,,,North West Guadalcanl,SB060633,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606340603,606340603,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60634,1603:45:16:90:3:606340603,Savulei,SB0606340603,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606340604,606340604,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60634,1603:45:16:90:3:606340604,Tangarare,SB0606340604,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606340605,606340605,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60634,1603:45:16:90:3:606340605,Wanderer Bay,SB0606340605,,,,West Guadalcanal,SB060634,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606350606,606350606,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60635,1603:45:16:90:3:606350606,Duidui,SB0606350606,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606350607,606350607,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60635,1603:45:16:90:3:606350607,Vatukulau,SB0606350607,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606350608,606350608,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60635,1603:45:16:90:3:606350608,Talise,SB0606350608,,,,South Guadalcanal,SB060635,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606360609,606360609,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60636,1603:45:16:90:3:606360609,Avuavu,SB0606360609,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606360610,606360610,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60636,1603:45:16:90:3:606360610,Moli,SB0606360610,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606360611,606360611,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60636,1603:45:16:90:3:606360611,Tetekanji,SB0606360611,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606360612,606360612,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60636,1603:45:16:90:3:606360612,Birao,SB0606360612,,,,East Guadalcanal,SB060636,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606370613,606370613,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60637,1603:45:16:90:3:606370613,Valasi,SB0606370613,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606370614,606370614,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60637,1603:45:16:90:3:606370614,Kolokarako,SB0606370614,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606370615,606370615,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60637,1603:45:16:90:3:606370615,Longgu,SB0606370615,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606370616,606370616,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60637,1603:45:16:90:3:606370616,Aola,SB0606370616,,,,East-Central,SB060637,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
1603:45:16:90:3:606380617,606380617,1603:45:16:90:0,1603:45:16:90:1:6,1603:45:16:90:2:60638,1603:45:16:90:3:606380617,Paripao,SB0606380617,,,,North-East,SB060638,Guadalcanal,SB06,Solomon Islands,SB,2018-01-12,2021-09-29,
