#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#country+name,#country+name+alt1+i_eng+is_latn,#country+name+alt2+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:626:0:TL,TL,Timor-Leste,TL,,,,2006-12-10,2020-09-16,
